Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature,Post weld heat treatment temperature,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature,Charpy impact toughness / J,Electrode Positive,Electrode Negative,Type of weld_FCA,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_TSA,Group_Alekseev&,Group_Birmingham,Group_Blond&,Group_Chandel&,Group_Cunh,Group_Ditt,Group_EPRI,Group_Es,Group_EvHtIp1979,Group_Evans,Group_EvansLetter,Group_Ga&K,Group_Gar&K,Group_Hunt&,Group_Icici&,Group_Inag&,Group_JorgeEtAl,Group_Kik,Group_Kluket,Group_KocakPEv,Group_KocakPREv,Group_Mart,Group_Natsume,Group_PakSven,Group_PantK,Group_Pat,Group_RC81033,Group_RaiterGonzal,Group_Stil,Group_SurianEtAl,Group_SvenGret,Group_Sw&Rog,Group_Wats,Group_p-RR82011
-1.2775378610963455,0.012653480497127712,1.6940928390354766,-0.22293572076055287,0.15958955882788636,-0.31815521608147473,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-1.0700504314518786,-0.8271147507240032,,,,,-38.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.2775378610963455,0.012653480497127712,1.6940928390354766,-0.22293572076055287,0.15958955882788636,-0.31815521608147473,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,479.0,576.0,27.4,76.9,-40.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5286798397996166,-0.0762977951677892,-1.4209185069089858,-0.312045280570965,-0.09567956509123493,0.6448043523361984,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,411.0,484.0,32.6,79.3,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5286798397996166,-0.0762977951677892,-1.4209185069089858,-0.312045280570965,-0.09567956509123493,0.6448043523361984,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,401.0,475.0,34.2,80.6,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.444965846898526,0.012653480497127712,-0.5047386992782618,-0.312045280570965,-0.09567956509123493,0.5721281584933551,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,464.0,522.0,29.6,77.8,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.444965846898526,0.012653480497127712,-0.5047386992782618,-0.312045280570965,-0.09567956509123493,0.5721281584933551,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-1.0700504314518786,-0.8271147507240032,,,,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.444965846898526,0.012653480497127712,-0.5047386992782618,-0.312045280570965,-0.09567956509123493,0.5721281584933551,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,426.0,506.0,31.6,79.7,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0263958823930746,-0.0762977951677892,0.5161473720816879,-0.22293572076055287,0.05748190926023787,0.5357900615719333,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,509.0,568.0,28.6,76.9,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0263958823930746,-0.0762977951677892,0.5161473720816879,-0.22293572076055287,0.05748190926023787,0.5357900615719333,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,450.0,536.0,28.2,78.8,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1101098752941647,0.012653480497127712,1.6940928390354766,-0.312045280570965,0.05748190926023787,0.6084662554147767,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,547.0,618.0,26.0,74.9,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1101098752941647,0.012653480497127712,1.6940928390354766,-0.312045280570965,0.05748190926023787,0.6084662554147767,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-1.0700504314518786,-0.8271147507240032,,,,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1101098752941647,0.012653480497127712,1.6940928390354766,-0.312045280570965,0.05748190926023787,0.6084662554147767,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,526.0,612.0,26.8,72.9,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5705368362501617,-0.1652490708327061,-1.4994482047059052,-0.22293572076055287,-0.04462574030741063,1.6622710661360038,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,423.0,497.0,30.6,78.8,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5705368362501617,-0.1652490708327061,-1.4994482047059052,-0.22293572076055287,-0.04462574030741063,1.6622710661360038,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-1.0700504314518786,-0.8271147507240032,,,,,-38.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5705368362501617,-0.1652490708327061,-1.4994482047059052,-0.22293572076055287,-0.04462574030741063,1.6622710661360038,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,411.0,493.0,33.6,79.7,-40.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3612518539974359,0.012653480497127712,-0.5309152652105681,-0.312045280570965,0.006428084476413578,1.6804401145967147,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,475.0,541.0,29.6,77.9,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3612518539974359,0.012653480497127712,-0.5309152652105681,-0.312045280570965,0.006428084476413578,1.6804401145967147,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-1.0700504314518786,-0.8271147507240032,,,,,-55.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3612518539974359,0.012653480497127712,-0.5309152652105681,-0.312045280570965,0.006428084476413578,1.6804401145967147,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,0.9698562188202643,-0.49795767330859864,443.0,521.0,31.8,77.8,-51.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1101098752941647,0.19055603182696104,0.43761767428476916,-0.22293572076055287,0.006428084476413578,1.6077639207538712,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-0.19078032357595498,1.4769847911838287,498.0,569.0,28.4,78.8,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1101098752941647,0.19055603182696104,0.43761767428476916,-0.22293572076055287,0.006428084476413578,1.6077639207538712,-0.42745181015783823,-0.5635504743627413,-0.21053507637210378,-0.28970543996702236,-0.05466598068318548,-0.05731610518205405,-1.4718089227888351,-0.5332045350476627,-0.8784870541578019,-0.46640212385463764,-0.28087116405344364,-0.3583807348142746,-0.18274102439687231,-0.22411680566640596,-0.2562598019089032,-0.5314482730945775,-0.4755243031590946,0.16151457061744992,-0.5400214989042548,-0.10714765849000296,-1.0700504314518786,-0.8271147507240032,,,,,-58.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
