Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature,Post weld heat treatment temperature,Post weld heat treatment time / hours,Charpy temperature,Charpy impact toughness / J,Electrode Positive,Electrode Negative,Type of weld_FCA,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_TSA,Group_Alekseev&,Group_Birmingham,Group_Blond&,Group_Chandel&,Group_Cunh,Group_Ditt,Group_EPRI,Group_Es,Group_EvHtIp1979,Group_Evans,Group_EvansLetter,Group_Ga&K,Group_Gar&K,Group_Hunt&,Group_Icici&,Group_Inag&,Group_JorgeEtAl,Group_Kik,Group_Kluket,Group_KocakPEv,Group_KocakPREv,Group_Mart,Group_Natsume,Group_PakSven,Group_PantK,Group_Pat,Group_RC81033,Group_RaiterGonzal,Group_Stil,Group_SurianEtAl,Group_SvenGret,Group_Sw&Rog,Group_Wats,Group_p-RR82011
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119,90.0,0,0,60.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,167.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119,90.0,0,0,60.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,183.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66,70.0,0,0,30.0,10.0,10.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,43.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66,70.0,0,0,30.0,10.0,10.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,98.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66,70.0,0,0,30.0,10.0,10.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,157.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66,70.0,0,0,30.0,10.0,10.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,190.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66,70.0,0,0,30.0,10.0,10.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,200.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64,70.0,0,0,50.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,12.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64,70.0,0,0,50.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,86.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64,70.0,0,0,50.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,124.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64,70.0,0,0,50.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,176.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64,70.0,0,0,50.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,181.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,20.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,129.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,143.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,171.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,179.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,88.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,121.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,150.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,152.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76,70.0,0,0,40.0,10.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,174.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36,30.0,0,0,50.0,40.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,39.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36,30.0,0,0,50.0,40.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,95.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36,30.0,0,0,50.0,40.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,160.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36,30.0,0,0,50.0,40.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,148.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36,30.0,0,0,50.0,40.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,198.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73,80.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,60.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73,80.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,117.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73,80.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,162.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73,80.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,186.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73,80.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,188.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77,30.0,0,0,50.0,50.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,81.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77,30.0,0,0,50.0,50.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,110.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77,30.0,0,0,50.0,50.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,157.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77,30.0,0,0,50.0,50.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,160.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77,30.0,0,0,50.0,50.0,40.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,174.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,53.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,95.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,126.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,148.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,188.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54,50.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,86.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54,50.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,114.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54,50.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,140.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54,50.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,183.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54,50.0,0,0,50.0,30.0,30.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,190.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55,30.0,0,0,60.0,50.0,60.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55,30.0,0,0,60.0,50.0,60.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,138.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55,30.0,0,0,60.0,50.0,60.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,145.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55,30.0,0,0,60.0,50.0,60.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,162.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55,30.0,0,0,60.0,50.0,60.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,176.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,89.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,114.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-20.0,136.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,0.0,167.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63,30.0,0,0,60.0,50.0,50.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,20.0,174.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74,30.0,0,0,60.0,70.0,80.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-60.0,52.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74,30.0,0,0,60.0,70.0,80.0,180.0,23.0,1.0,1.0,250.0,0.0,0.0,-40.0,64.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
