Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature,Post weld heat treatment temperature,Post weld heat treatment time / hours,Charpy temperature,Charpy impact toughness / J,Electrode Positive,Electrode Negative,Type of weld_FCA,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_TSA,Group_Alekseev&,Group_Birmingham,Group_Blond&,Group_Chandel&,Group_Cunh,Group_Ditt,Group_EPRI,Group_Es,Group_EvHtIp1979,Group_Evans,Group_EvansLetter,Group_Ga&K,Group_Gar&K,Group_Hunt&,Group_Icici&,Group_Inag&,Group_JorgeEtAl,Group_Kik,Group_Kluket,Group_KocakPEv,Group_KocakPREv,Group_Mart,Group_Natsume,Group_PakSven,Group_PantK,Group_Pat,Group_RC81033,Group_RaiterGonzal,Group_Stil,Group_SurianEtAl,Group_SvenGret,Group_Sw&Rog,Group_Wats,Group_p-RR82011
0.073,0.34,0.64,0.007,0.005,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,431.0,41.0,80,5.0,5,120,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-38.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,0.33,0.62,0.007,0.005,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,429.0,42.0,85,5.0,5,220,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-22.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,0.33,0.62,0.007,0.005,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,429.0,42.0,85,5.0,5,220,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-27.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.33,0.64,0.007,0.004,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,413.0,42.0,85,5.0,5,450,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-7.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.33,0.64,0.007,0.004,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,413.0,42.0,85,5.0,5,450,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-4.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.33,0.64,0.008,0.006,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,460.0,39.0,110,5.0,5,880,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,13.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.33,0.64,0.008,0.006,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,460.0,39.0,110,5.0,5,880,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,18.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.35,1.02,0.007,0.005,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,399.0,41.0,75,5.0,5,5,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-60.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.35,1.02,0.007,0.005,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,399.0,41.0,75,5.0,5,5,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-80.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0.35,1.02,0.007,0.005,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,368.0,36.0,83,5.0,5,120,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-42.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0.35,1.02,0.007,0.005,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,368.0,36.0,83,5.0,5,120,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-55.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.34,1.0,0.007,0.006,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,424.0,37.0,86,5.0,5,255,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-38.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.34,1.0,0.007,0.006,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,424.0,37.0,86,5.0,5,255,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-41.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.33,0.99,0.008,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,393.0,37.0,88,5.0,5,465,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-11.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.33,0.99,0.008,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,393.0,37.0,88,5.0,5,465,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-20.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,0.34,1.02,0.007,0.006,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,417.0,37.0,79,5.0,5,985,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,14.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,0.34,1.02,0.007,0.006,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,417.0,37.0,79,5.0,5,985,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,8.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.31,1.33,0.007,0.005,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,419.0,38.0,80,5.0,5,6,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-67.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.31,1.33,0.007,0.005,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,419.0,38.0,80,5.0,5,6,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-81.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079,0.33,1.37,0.007,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,417.0,34.0,97,5.0,5,105,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-55.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079,0.33,1.37,0.007,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,417.0,34.0,97,5.0,5,105,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-61.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076,0.3,1.36,0.008,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,370.0,33.0,84,5.0,5,235,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-45.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076,0.3,1.36,0.008,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,370.0,33.0,84,5.0,5,235,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-41.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.34,1.39,0.007,0.007,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,409.0,32.0,99,5.0,5,455,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-23.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.34,1.39,0.007,0.007,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,409.0,32.0,99,5.0,5,455,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-27.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076,0.3,1.36,0.006,0.007,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,432.0,33.0,91,5.0,5,940,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-1.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076,0.3,1.36,0.006,0.007,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,432.0,33.0,91,5.0,5,940,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,7.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076,0.29,1.74,0.008,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,415.0,35.0,92,5.0,5,6,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-62.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076,0.29,1.74,0.008,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,415.0,35.0,92,5.0,5,6,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-71.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.32,1.77,0.007,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,418.0,31.0,89,5.0,5,125,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-54.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.32,1.77,0.007,0.006,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,418.0,31.0,89,5.0,5,125,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-61.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0.3,1.76,0.007,0.007,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,433.0,32.0,110,5.0,5,230,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-42.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0.3,1.76,0.007,0.007,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,433.0,32.0,110,5.0,5,230,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-31.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.29,1.77,0.008,0.009,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,432.0,31.0,97,5.0,5,450,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-26.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077,0.29,1.77,0.008,0.009,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,432.0,31.0,97,5.0,5,450,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-15.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079,0.29,1.79,0.006,0.007,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,406.0,33.0,105,5.0,5,895,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,0.0,0.0,-6.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079,0.29,1.79,0.006,0.007,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,406.0,33.0,105,5.0,5,895,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,4.0,100.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-70.0,9.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-60.0,15.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-50.0,53.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-40.0,117.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-20.0,220.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,20.0,222.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-70.0,21.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-60.0,38.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-50.0,74.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-40.0,182.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-20.0,220.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,20.0,222.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-70.0,38.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-60.0,81.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-50.0,129.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-40.0,172.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-20.0,220.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,20.0,222.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-70.0,36.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-60.0,76.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-50.0,117.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,170.0,21.0,1.0,1.0,200.0,580.0,2.0,-40.0,153.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
