,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Oxygen concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Niobium concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Weld ID,Electrode Positive,Electrode Negative
113,0.11,0.27,1.47,0.008,0.012,0.07,0.054,0.22,0.095,0.072,480.0,139.0,50.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,648.0,Gar&K-1975-12mm-22ht,1,0
114,0.16,0.12,1.0,0.032,0.014,0.028,0.02,0.39,0.005,0.043,450.0,62.0,50.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,599.0,Gar&K-1975-12mm-23aw,1,0
115,0.16,0.12,1.0,0.032,0.014,0.028,0.02,0.39,0.005,0.043,450.0,62.0,50.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,569.0,Gar&K-1975-12mm-23ht,1,0
116,0.12,0.33,1.47,0.014,0.014,0.06,0.05,0.39,0.055,0.11,400.0,136.0,50.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,574.0,Gar&K-1975-12mm-24aw,1,0
117,0.12,0.33,1.47,0.014,0.014,0.06,0.05,0.39,0.055,0.11,400.0,136.0,50.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,613.0,Gar&K-1975-12mm-24ht,1,0
118,0.11,0.25,1.33,0.008,0.011,0.067,0.053,0.44,0.097,0.072,440.0,145.0,50.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,559.0,Gar&K-1975-12mm-25aw,1,0
119,0.11,0.25,1.33,0.008,0.011,0.067,0.053,0.44,0.097,0.072,440.0,145.0,50.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,662.0,Gar&K-1975-12mm-25ht,1,0
120,0.11,0.38,1.5,0.029,0.016254901960784315,0.17441704035874436,0.8777019607843137,0.0,0.005,0.14989898989898992,372.6577540106952,88.8457711442786,0.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,524.0,Gar&K-1975-12mmE-26aw,1,0
121,0.11,0.37,1.52,0.03,0.016254901960784315,0.17441704035874436,0.8777019607843137,0.0,0.05,0.14989898989898992,372.6577540106952,88.8457711442786,0.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,571.0,Gar&K-1975-12mmE-27aw,1,0
122,0.11,0.38,1.55,0.029,0.016254901960784315,0.17441704035874436,0.8777019607843137,0.0,0.09,0.14989898989898992,372.6577540106952,88.8457711442786,0.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,631.0,Gar&K-1975-12mmE-28aw,1,0
123,0.14,0.38,1.65,0.028,0.016254901960784315,0.17441704035874436,0.8777019607843137,0.5,0.005,0.14989898989898992,372.6577540106952,88.8457711442786,0.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,644.0,Gar&K-1975-12mmE-29aw,1,0
124,0.1,0.38,1.58,0.028,0.016254901960784315,0.17441704035874436,0.8777019607843137,0.5,0.06,0.14989898989898992,372.6577540106952,88.8457711442786,0.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,663.0,Gar&K-1975-12mmE-30aw,1,0
125,0.1,0.39,1.68,0.027,0.016254901960784315,0.17441704035874436,0.8777019607843137,0.5,0.08,0.14989898989898992,372.6577540106952,88.8457711442786,0.0,650.0,33.0,1.0,3.3,300,SA,600.0,0.75,669.0,Gar&K-1975-12mmE-31aw,1,0
126,0.12,0.3,1.4,0.016,0.025,0.14,0.11,0.025,0.06596028037383178,0.25,210.0,50.0,50.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,426.0,Ga&K-1975II-1aw,1,0
127,0.11,0.35,1.42,0.01,0.016,0.067,0.075,0.022,0.06596028037383178,0.17,260.0,80.0,230.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,493.0,Ga&K-1975II-2aw,1,0
128,0.11,0.33,1.41,0.019,0.023,0.065,0.082,0.016,0.06596028037383178,0.19,372.6577540106952,88.8457711442786,180.0,450.0,30.0,1.0,1.9,300,SA,0.0,0.0,420.0,Ga&K-1975II-3aw,1,0
129,0.11,0.31,1.37,0.013,0.019,0.09,0.06,0.018,0.06596028037383178,0.18,372.6577540106952,88.8457711442786,120.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,488.0,Ga&K-1975II-4aw,1,0
130,0.15,0.31,1.23,0.015,0.02,0.06,0.065,0.02,0.06596028037383178,0.15,372.6577540106952,88.8457711442786,200.0,850.0,38.0,1.0,7.6,300,SA,0.0,0.0,432.0,Ga&K-1975II-5aw,1,0
131,0.08,0.36,1.6,0.017,0.021,0.065,0.075,0.017,0.06596028037383178,0.18,372.6577540106952,88.8457711442786,170.0,450.0,30.0,1.0,1.9,300,SA,0.0,0.0,457.0,Ga&K-1975II-6aw,1,0
132,0.09,0.4,1.6,0.016,0.016,0.04,0.055,0.015,0.06596028037383178,0.11,400.0,80.0,150.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,507.0,Ga&K-1975II-7aw,1,0
133,0.1,0.38,1.5,0.02,0.021,0.055,0.065,0.017,0.06596028037383178,0.14,372.6577540106952,88.8457711442786,200.0,850.0,38.0,1.0,7.6,300,SA,0.0,0.0,452.0,Ga&K-1975II-8aw,1,0
134,0.12,0.29,1.5,0.008,0.017,0.085,0.075,0.3,0.06596028037383178,0.19,372.6577540106952,88.8457711442786,100.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,544.0,Ga&K-1975II-9aw,1,0
135,0.09,0.46,1.81,0.017,0.024,0.1,0.08,0.28,0.06596028037383178,0.21,340.0,100.0,140.0,650.0,33.0,1.0,3.3,300,SA,0.0,0.0,620.0,Ga&K-1975II-10aw,1,0
136,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1,0,0
137,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1ch1,0,0
138,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1ch2,0,0
139,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1ch3,0,0
140,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1ch4,0,0
141,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1ch5,0,0
142,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM1ch6,0,0
143,0.11,0.14,0.73,0.002,0.005,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,254.0,26.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-CM1,0,0
144,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM2,0,0
145,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM2ch1,0,0
146,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM2ch2,0,0
147,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM2ch2,0,0
148,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM2ch4,0,0
149,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM2ch5,0,0
150,0.12,0.14,1.03,0.002,0.006,0.17441704035874436,2.3,1.03,0.27,0.14989898989898992,166.0,22.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-CM2,0,0
151,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM3,0,0
152,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM3ch1,0,0
153,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM3ch2,0,0
154,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM3ch3,0,0
155,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM3ch4,0,0
156,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-CM3ch5,0,0
157,0.14,0.18,0.75,0.002,0.005,0.17441704035874436,2.3,1.01,0.27,0.14989898989898992,256.0,21.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-CM3,0,0
158,0.12,0.14,1.34,0.002,0.008,0.17441704035874436,2.23,1.0,0.31,0.14989898989898992,292.0,37.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-N1a,0,0
159,0.12,0.13,1.29,0.002,0.009,0.17441704035874436,2.26,0.99,0.3,0.14989898989898992,344.0,35.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-N1b,0,0
160,0.12,0.15,1.36,0.002,0.008,0.17441704035874436,2.26,0.99,0.32,0.14989898989898992,243.0,101.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-N2a,0,0
161,0.11,0.14,1.32,0.002,0.008,0.17441704035874436,2.27,1.0,0.32,0.14989898989898992,334.0,127.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-N2b,0,0
162,0.12,0.13,1.23,0.002,0.008,0.17441704035874436,2.29,1.01,0.32,0.14989898989898992,303.0,166.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-N3a,0,0
163,0.11,0.13,1.2,0.002,0.008,0.17441704035874436,2.26,1.0,0.31,0.14989898989898992,283.0,156.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-N3b,0,0
164,0.12,0.15,1.28,0.002,0.008,0.17441704035874436,2.27,1.0,0.31,0.14989898989898992,237.0,245.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,8.0,527.2936585365853,Icici&-1992-N4a,0,0
165,0.12,0.13,1.18,0.002,0.007,0.17441704035874436,2.26,1.0,0.31,0.14989898989898992,286.0,312.0,200.0,500.0,29.0,0.0,2.9,200,SA,690.0,24.0,527.2936585365853,Icici&-1992-N4b,0,0
166,0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.06596028037383178,0.105,480.0,86.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,100,SA,550.0,1.83,529.0,Blond&-1984-A530a,1,0
167,0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.06596028037383178,0.105,480.0,86.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,100,SA,550.0,1.83,473.0,Blond&-1984-A530b,1,0
168,0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.06596028037383178,0.105,480.0,86.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,100,SA,550.0,1.83,557.0,Blond&-1984-A530c,1,0
169,0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.06596028037383178,0.105,480.0,86.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,100,SA,550.0,1.83,527.2936585365853,Blond&-1984-A530d,1,0
170,0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.06596028037383178,0.105,480.0,86.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,100,SA,550.0,1.83,527.2936585365853,Blond&-1984-A530e,1,0
171,0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.06596028037383178,0.105,480.0,86.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,100,SA,550.0,1.83,527.2936585365853,Blond&-1984-A530f,1,0
172,0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.06596028037383178,0.035,660.0,66.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,175,SA,690.0,2.33,496.0,Blond&-1984-10CD9.10a,1,0
173,0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.06596028037383178,0.035,660.0,66.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,175,SA,690.0,2.33,524.0,Blond&-1984-10CD9.10b,1,0
174,0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.06596028037383178,0.035,660.0,66.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,175,SA,690.0,2.33,530.0,Blond&-1984-10CD9.10c,1,0
175,0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.06596028037383178,0.035,660.0,66.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,175,SA,690.0,2.33,527.2936585365853,Blond&-1984-10CD9.10d,1,0
176,0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.06596028037383178,0.035,660.0,66.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,175,SA,690.0,2.33,527.2936585365853,Blond&-1984-10CD9.10e,1,0
177,0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.06596028037383178,0.035,660.0,66.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,175,SA,690.0,2.33,527.2936585365853,Blond&-1984-10CD9.10f,1,0
178,0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.06596028037383178,0.128,350.0,97.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,125,SA,605.0,1.92,598.0,Blond&-1984-14MNDV5a,1,0
179,0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.06596028037383178,0.128,350.0,97.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,125,SA,605.0,1.92,663.0,Blond&-1984-14MNDV5b,1,0
180,0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.06596028037383178,0.128,350.0,97.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,125,SA,605.0,1.92,630.0,Blond&-1984-14MNDV5c,1,0
181,0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.06596028037383178,0.128,350.0,97.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,125,SA,605.0,1.92,527.2936585365853,Blond&-1984-14MNDV5d,1,0
182,0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.06596028037383178,0.128,350.0,97.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,125,SA,605.0,1.92,527.2936585365853,Blond&-1984-14MNDV5e,1,0
183,0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.06596028037383178,0.128,350.0,97.0,117.0048309178744,616.0917030567686,31.624454148471617,1.0,2.4,125,SA,605.0,1.92,527.2936585365853,Blond&-1984-14MNDV5f,1,0
184,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,507.0,Ditt-oat,1,0
185,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-oatch1,1,0
186,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-oatch2,1,0
187,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-oatch3,1,0
188,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.0,Ditt-0.5t,1,0
189,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5tch1,1,0
190,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5tch2,1,0
191,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5tch3,1,0
192,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,515.0,Ditt-0.5a,1,0
193,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5ach1,1,0
194,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5ach2,1,0
195,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5ach3,1,0
196,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,509.0,Ditt-0.5r,1,0
197,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5rch1,1,0
198,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5rch2,1,0
199,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-0.5rch3,1,0
200,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,504.0,Ditt-iat,1,0
201,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-iatch1,1,0
202,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-iatch2,1,0
203,0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,372.6577540106952,88.8457711442786,117.0048309178744,525.0,30.0,1.0,1.75,210,SA,700.0,20.0,527.2936585365853,Ditt-iatch3,1,0
204,0.03,0.55,0.88,0.012,0.013,0.17441704035874436,2.06,1.08,0.06596028037383178,0.14989898989898992,372.6577540106952,88.8457711442786,117.0048309178744,545.0,32.0,1.0,3.7,200,SA,720.0,3.5,315.0,Inag&-1966-B,1,0
205,0.03,0.55,0.88,0.012,0.013,0.17441704035874436,2.06,1.08,0.06596028037383178,0.14989898989898992,372.6577540106952,88.8457711442786,117.0048309178744,545.0,32.0,1.0,3.7,200,SA,720.0,3.5,350.0,Inag&-1966-C,1,0
206,0.095,0.35,0.9,0.008,0.02,0.0,0.0,0.0,0.0,0.0,269.0,54.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,408.0,p9-RR82011,1,0
207,0.095,0.35,0.9,0.008,0.02,0.0,0.0,0.0,0.0,0.0,269.0,54.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,394.0,p9-RR82011,1,0
208,0.093,0.32,0.86,0.01,0.018,0.0,0.0,0.0,0.0,0.0,236.0,54.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,390.0,p10-RR82011,1,0
209,0.093,0.32,0.86,0.01,0.018,0.0,0.0,0.0,0.0,0.0,236.0,54.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,388.0,p10-RR82011,1,0
210,0.096,0.3,0.8,0.012,0.013,0.0,0.0,0.0,0.0,0.0,265.0,47.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,370.0,p11-RR82011,1,0
211,0.096,0.3,0.8,0.012,0.013,0.0,0.0,0.0,0.0,0.0,265.0,47.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,379.0,p11-RR82011,1,0
212,0.1,0.28,0.82,0.012,0.014,0.0,0.0,0.0,0.0,0.0,258.0,45.0,0.0,900.0,33.0,1.0,4.8,100,SA,200.0,1.0,337.0,p12-RR82011,1,0
213,0.1,0.28,0.82,0.012,0.014,0.0,0.0,0.0,0.0,0.0,258.0,45.0,0.0,900.0,33.0,1.0,4.8,100,SA,200.0,1.0,356.0,p12-RR82011,1,0
214,0.088,0.35,1.38,0.004,0.022,0.0,0.0,0.0,0.0,0.0,268.0,109.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,456.0,p13-RR82011,1,0
215,0.088,0.35,1.38,0.004,0.022,0.0,0.0,0.0,0.0,0.0,268.0,109.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,458.0,p13-RR82011,1,0
216,0.089,0.32,1.36,0.005,0.019,0.0,0.0,0.0,0.0,0.0,237.0,85.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,428.0,p14-RR82011,1,0
217,0.089,0.32,1.36,0.005,0.019,0.0,0.0,0.0,0.0,0.0,237.0,85.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,436.0,p14-RR82011,1,0
218,0.092,0.31,1.33,0.005,0.016,0.0,0.0,0.0,0.0,0.0,252.0,84.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,439.0,p15-RR82011,1,0
219,0.092,0.31,1.33,0.005,0.016,0.0,0.0,0.0,0.0,0.0,252.0,84.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,430.0,p15-RR82011,1,0
220,0.09,0.33,1.19,0.007,0.015,0.0,0.0,0.0,0.0,0.0,234.0,78.0,0.0,900.0,33.0,1.0,4.8,100,SA,200.0,1.0,527.2936585365853,p16-RR82011,1,0
221,0.09,0.33,1.19,0.007,0.015,0.0,0.0,0.0,0.0,0.0,234.0,78.0,0.0,900.0,33.0,1.0,4.8,100,SA,200.0,1.0,413.0,p16-RR82011,1,0
222,0.075,0.47,1.31,0.014,0.02,0.0,0.0,0.0,0.0,0.0,465.0,49.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,405.0,p21-RR82011,1,0
223,0.075,0.47,1.31,0.014,0.02,0.0,0.0,0.0,0.0,0.0,465.0,49.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,404.0,p21-RR82011,1,0
224,0.078,0.44,1.24,0.012,0.018,0.0,0.0,0.0,0.0,0.0,479.0,61.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,383.0,p22-RR82011,1,0
225,0.078,0.44,1.24,0.012,0.018,0.0,0.0,0.0,0.0,0.0,479.0,61.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,394.0,p22-RR82011,1,0
226,0.08,0.36,1.02,0.014,0.014,0.0,0.0,0.0,0.0,0.0,513.0,51.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,386.0,p23-RR82011,1,0
227,0.08,0.36,1.02,0.014,0.014,0.0,0.0,0.0,0.0,0.0,513.0,51.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,378.0,p23-RR82011,1,0
228,0.077,0.44,1.61,0.012,0.021,0.0,0.0,0.0,0.0,0.0,434.0,105.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,456.0,p24-RR82011,1,0
229,0.077,0.44,1.61,0.012,0.021,0.0,0.0,0.0,0.0,0.0,434.0,105.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,455.0,p24-RR82011,1,0
230,0.071,0.4,1.55,0.013,0.019,0.0,0.0,0.0,0.0,0.0,423.0,81.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,439.0,p25-RR82011,1,0
231,0.071,0.4,1.55,0.013,0.019,0.0,0.0,0.0,0.0,0.0,423.0,81.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,442.0,p25-RR82011,1,0
