,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale
829,0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,100.0,,,SvenGret-1990-14Ch-6,,
830,0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,138.0,,,SvenGret-1990-14Ch-4,,
831,0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,145.0,,,SvenGret-1990-14Ch-2,,
832,0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,162.0,,,SvenGret-1990-14Ch0,,
833,0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,176.0,,,SvenGret-1990-14Ch2,,
834,0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,526.0,,,,,,,,SvenGret-1990-15,,
835,0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,89.0,,,SvenGret-1990-15Ch-6,,
836,0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,114.0,,,SvenGret-1990-15Ch-4,,
837,0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,136.0,,,SvenGret-1990-15Ch-2,,
838,0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,167.0,,,SvenGret-1990-15Ch0,,
839,0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,174.0,,,SvenGret-1990-15Ch2,,
840,0.11,0.36,2.18,0.008,0.011,,,,,,,,342.0,120.0,74.0,30.0,,,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,617.0,,,,,,,,SvenGret-1990-16,,
841,0.11,0.36,2.18,0.008,0.011,,,,,,,,342.0,120.0,74.0,30.0,,,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,52.0,,,SvenGret-1990-16Ch-6,,
842,0.11,0.36,2.18,0.008,0.011,,,,,,,,342.0,120.0,74.0,30.0,,,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,64.0,,,SvenGret-1990-16Ch-4,,
843,0.11,0.36,2.18,0.008,0.011,,,,,,,,342.0,120.0,74.0,30.0,,,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,107.0,,,SvenGret-1990-16Ch-2,,
844,0.11,0.36,2.18,0.008,0.011,,,,,,,,342.0,120.0,74.0,30.0,,,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,129.0,,,SvenGret-1990-16Ch0,,
845,0.11,0.36,2.18,0.008,0.011,,,,,,,,342.0,120.0,74.0,30.0,,,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,162.0,,,SvenGret-1990-16Ch2,,
863,0.068,0.35,1.06,0.006,0.009,,0.027,,,,,,416.0,36.0,63.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-62.0,100.0,,,JorgeEtAl-1993-Aaw,,
864,0.068,0.35,1.06,0.006,0.009,,0.027,,,,,,416.0,36.0,63.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-78.0,100.0,,,JorgeEtAl-1993-Aht,,
865,0.071,0.36,1.09,0.006,0.009,,0.41,,,,,,418.0,41.0,71.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-61.0,100.0,,,JorgeEtAl-1993-Baw,,
866,0.071,0.36,1.09,0.006,0.009,,0.41,,,,,,418.0,41.0,71.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-73.0,100.0,,,JorgeEtAl-1993-Bht,,
867,0.072,0.35,1.05,0.005,0.007,,0.79,,,,,,421.0,37.0,73.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-63.0,100.0,,,JorgeEtAl-1993-Caw,,
868,0.072,0.35,1.05,0.005,0.007,,0.79,,,,,,421.0,37.0,73.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-68.0,100.0,,,JorgeEtAl-1993-Cht,,
869,0.075,0.35,1.09,0.006,0.008,,1.22,,,,,,424.0,52.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-57.0,100.0,,,JorgeEtAl-1993-Daw,,
870,0.075,0.35,1.09,0.006,0.008,,1.22,,,,,,424.0,52.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,100.0,,,JorgeEtAl-1993-Dht,,
871,0.07,0.34,1.06,0.006,0.008,,1.57,,,,,,463.0,41.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-40.0,100.0,,,JorgeEtAl-1993-Eaw,,
872,0.07,0.34,1.06,0.006,0.008,,1.57,,,,,,463.0,41.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-48.0,100.0,,,JorgeEtAl-1993-Eht,,
873,0.073,0.34,1.07,0.006,0.007,,1.97,,,,,,430.0,40.0,89.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-25.0,100.0,,,JorgeEtAl-1993-Faw,,
874,0.073,0.34,1.07,0.006,0.007,,1.97,,,,,,430.0,40.0,89.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,100.0,,,JorgeEtAl-1993-Fht,,
875,0.077,0.35,1.05,0.006,0.008,,2.28,,,,,,424.0,37.0,88.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,1.0,100.0,,,JorgeEtAl-1993-Gaw,,
876,0.077,0.35,1.05,0.006,0.008,,2.28,,,,,,424.0,37.0,88.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-25.0,100.0,,,JorgeEtAl-1993-Ght,,
877,0.072,0.38,1.09,0.006,0.009,,2.8,,,,,,467.0,33.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,20.0,100.0,,,JorgeEtAl-1993-Haw,,
878,0.072,0.38,1.09,0.006,0.009,,2.8,,,,,,467.0,33.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,1.0,100.0,,,JorgeEtAl-1993-Hht,,
907,0.07,0.34,0.95,0.027,0.021,0.0,0.0,0.0,0.006,0.0,,,,70.0,90.0,35.0,,60.0,0.0,,90.0,,,DC,+,2.7,250,MMA,0.0,0.0,456.2,529.8,27.5,73.0,,,180.0,,Cunh-1982-7018aw1,,
908,0.07,0.34,0.95,0.027,0.021,0.0,0.0,0.0,0.006,0.0,,,,70.0,90.0,35.0,,60.0,0.0,,90.0,,,DC,+,2.7,250,MMA,600.0,2.1,430.7,519.9,29.5,73.5,,,174.0,,Cunh-1982-7018ht1,,
909,0.06,0.28,0.55,0.024,0.041,1.26,0.0,0.0,0.01,0.02,,,,70.0,70.0,35.0,,60.0,0.0,,90.0,,,DC,+,2.2,250,MMA,0.0,0.0,475.8,564.1,28.0,70.5,,,220.0,,Cunh-1982-8018Gaw2,,
910,0.06,0.28,0.55,0.024,0.041,1.26,0.0,0.0,0.01,0.02,,,,70.0,70.0,35.0,,60.0,0.0,,90.0,,,DC,+,2.2,250,MMA,600.0,2.1,430.7,529.8,24.5,69.0,,,184.0,,Cunh-1982-8018Ght2,,
911,0.09,0.42,0.93,0.011,0.058,0.0,0.0,0.02,0.004,0.08,,,,140.0,160.0,40.0,,120.0,1000.0,,140.0,,,DC,+,2.5,250,MMA,0.0,0.0,491.5,573.9,28.0,74.0,,,193.0,,Cunh-1982-7016aw3,,
912,0.09,0.42,0.93,0.011,0.058,0.0,0.0,0.02,0.004,0.08,,,,140.0,160.0,40.0,,120.0,1000.0,,140.0,,,DC,+,2.5,250,MMA,600.0,2.1,420.9,541.5,24.5,74.5,,,180.0,,Cunh-1982-7016ht3,,
913,0.08,0.33,0.65,0.015,0.026,0.5,0.35,0.008,0.004,0.02,,,,200.0,140.0,45.0,,150.0,60.0,,140.0,,,DC,+,2.4,250,MMA,0.0,0.0,503.3,591.5,28.0,73.0,,,213.0,,Cunh-1982-7018Gaw4,,
914,0.08,0.33,0.65,0.015,0.026,0.5,0.35,0.008,0.004,0.02,,,,200.0,140.0,45.0,,150.0,60.0,,140.0,,,DC,+,2.4,250,MMA,600.0,2.1,500.3,600.4,22.7,73.7,,,189.0,,Cunh-1982-7018Ght4,,
915,0.07,0.61,1.07,0.025,0.026,0.0,0.0,0.0,0.014,0.0,,,,64.0,94.0,70.0,,40.0,0.0,,64.0,,,DC,+,2.8,250,MMA,0.0,0.0,479.7,583.7,24.0,71.5,,,189.0,,Cunh-1982-8018Gaw5,,
916,0.07,0.61,1.07,0.025,0.026,0.0,0.0,0.0,0.014,0.0,,,,64.0,94.0,70.0,,40.0,0.0,,64.0,,,DC,+,2.8,250,MMA,600.0,2.1,456.2,555.2,24.5,72.0,,,213.0,,Cunh-1982-8018Ght5,,
917,0.07,0.21,0.75,0.011,0.011,0.0,0.0,0.0,0.0,0.0,,,,0.0,190.0,69.0,,0.0,0.0,,0.0,,,DC,+,2.6,250,MMA,0.0,0.0,463.0,552.3,33.0,75.0,,,181.0,,Cunh-1982-7018aw6,,
918,0.07,0.21,0.75,0.011,0.011,0.0,0.0,0.0,0.0,0.0,,,,0.0,190.0,69.0,,0.0,0.0,,0.0,,,DC,+,2.6,250,MMA,600.0,2.1,369.8,486.6,,76.0,,,174.0,,Cunh-1982-7018ht6,,
919,0.09,0.44,0.9,0.01,0.027,0.0,0.0,0.0,0.0,0.0,,,,200.0,70.0,88.0,,0.0,0.0,,0.0,,,DC,+,1.8,150,MMA,0.0,0.0,486.8,569.3,24.0,71.0,,,183.0,,Cunh-1982-7016aw7,,
920,0.09,0.44,0.9,0.01,0.027,0.0,0.0,0.0,0.0,0.0,,,,200.0,70.0,88.0,,0.0,0.0,,0.0,,,DC,+,1.8,150,MMA,600.0,2.1,,,,,,,,,Cunh-1982-7016ht7,,
921,0.08,0.35,0.65,0.01,0.021,1.2,0.0,0.0,0.02,0.0,,,,40.0,100.0,150.0,,0.0,0.0,,0.0,,,DC,+,1.8,140,MMA,0.0,0.0,453.8,536.3,22.6,72.0,,,184.0,,Cunh-1982-8018Gaw8,,
922,0.08,0.35,0.65,0.01,0.021,1.2,0.0,0.0,0.02,0.0,,,,40.0,100.0,150.0,,0.0,0.0,,0.0,,,DC,+,1.8,140,MMA,600.0,2.1,,,,,,,,,Cunh-1982-8018Ght8,,
923,0.06,0.53,1.15,0.013,0.015,0.0,0.02,0.0,0.0,0.0,,,,0.0,100.0,57.0,,0.0,0.0,,80.0,,,DC,+,1.8,150,MMA,0.0,0.0,553.3,626.9,25.0,70.4,,,194.0,,Cunh-1982-8018Gaw9,,
924,0.06,0.53,1.15,0.013,0.015,0.0,0.02,0.0,0.0,0.0,,,,0.0,100.0,57.0,,0.0,0.0,,80.0,,,DC,+,1.8,150,MMA,600.0,2.1,,,,,,,,,Cunh-1982-8018Ght9,,
925,0.07,0.47,0.85,0.013,0.024,0.0,0.0,0.0,0.01,0.0,,,,80.0,120.0,43.0,,0.0,0.0,,0.0,,,DC,+,1.8,150,MMA,0.0,0.0,478.5,569.3,22.1,72.4,,,180.0,,Cunh-1982-7016aw10,,
926,0.07,0.47,0.85,0.013,0.024,0.0,0.0,0.0,0.01,0.0,,,,80.0,120.0,43.0,,0.0,0.0,,0.0,,,DC,+,1.8,150,MMA,600.0,2.1,,,,,,,,,Cunh-1982-7016ht10,,
927,0.07,0.47,1.1,0.011,0.02,0.0,0.0,0.0,0.01,0.0,,,,200.0,190.0,53.0,,0.0,0.0,,0.0,,,DC,+,1.9,140,MMA,0.0,0.0,561.1,643.5,21.0,64.2,,,216.0,,Cunh-1982-7018ht11,,
928,0.07,0.47,1.1,0.011,0.02,0.0,0.0,0.0,0.01,0.0,,,,200.0,190.0,53.0,,0.0,0.0,,0.0,,,DC,+,1.9,140,MMA,600.0,2.1,,,,,,,,,Cunh-1982-7018ht11,,
929,0.08,0.49,0.9,0.014,0.029,0.0,0.05,0.0,0.0,0.0,,,,50.0,170.0,108.0,,0.0,0.0,,0.0,,,DC,+,1.9,150,MMA,0.0,0.0,486.8,577.5,20.5,70.2,,,191.0,,Cunh-1982-7018aw12,,
930,0.08,0.49,0.9,0.014,0.029,0.0,0.05,0.0,0.0,0.0,,,,50.0,170.0,108.0,,0.0,0.0,,0.0,,,DC,+,1.9,150,MMA,600.0,2.1,,,,,,,,,Cunh-1982-7018ht12,,
1036,0.044,0.32,0.62,0.007,0.007,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,250.0,14.0,445.0,496.0,31.0,79.7,,,,,EvHtIp1979-0.6A,,
1037,0.044,0.32,0.62,0.007,0.007,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,0.0,0.0,,,,,-36.0,100.0,,,EvHtIp1979-0.6AC,,
1038,0.046,0.31,0.96,0.008,0.012,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,250.0,14.0,479.0,527.0,27.8,77.0,,,,,EvHtIp1979-0.6B,,
1039,0.046,0.31,0.96,0.008,0.012,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,0.0,0.0,,,,,-50.0,100.0,,,EvHtIp1979-0.6BC,,
1040,0.05,0.38,1.42,0.007,0.009,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,250.0,14.0,511.0,575.0,26.8,78.7,,,,,EvHtIp1979-0.6C,,
1041,0.05,0.38,1.42,0.007,0.009,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,0.0,0.0,,,,,-47.0,100.0,,,EvHtIp1979-0.6CC,,
1042,0.055,0.35,1.93,0.007,0.011,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,250.0,14.0,587.0,633.0,24.2,76.9,,,,,EvHtIp1979-0.6D,,
1043,0.055,0.35,1.93,0.007,0.011,,,,,,,,,,,,,,,,,,,DC,+,0.6,200,MMA,0.0,0.0,,,,,-28.0,100.0,,,EvHtIp1979-0.6DC,,
1044,0.037,0.29,0.6,0.006,0.009,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,250.0,14.0,401.0,466.0,32.0,81.5,,,,,EvHtIp1979-1.0A,,
1045,0.037,0.29,0.6,0.006,0.009,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,0.0,0.0,,,,,-31.0,100.0,,,EvHtIp1979-1.0AC,,
1046,0.039,0.29,0.94,0.007,0.011,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,250.0,14.0,438.0,501.0,32.6,80.6,,,,,EvHtIp1979-1.0B,,
1047,0.039,0.29,0.94,0.007,0.011,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,0.0,0.0,,,,,-46.0,100.0,,,EvHtIp1979-1.0BC,,
1048,0.048,0.35,1.41,0.006,0.012,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,250.0,14.0,479.0,551.0,29.8,78.8,,,,,EvHtIp1979-1.0C,,
1049,0.048,0.35,1.41,0.006,0.012,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,0.0,0.0,,,,,-54.0,100.0,,,EvHtIp1979-1.0CC,,
1050,0.051,0.32,1.8,0.006,0.012,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,250.0,14.0,507.0,587.0,29.2,76.9,,,,,EvHtIp1979-1.0D,,
1051,0.051,0.32,1.8,0.006,0.012,,,,,,,,,,,,,,,,,,,DC,+,1.0,200,MMA,0.0,0.0,,,,,-44.0,100.0,,,EvHtIp1979-1.0DC,,
1052,0.038,0.24,0.55,0.007,0.005,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,250.0,14.0,389.0,457.0,30.0,80.6,,,,,EvHtIp1979-2.2A,,
1053,0.038,0.24,0.55,0.007,0.005,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,0.0,0.0,,,,,-39.0,100.0,,,EvHtIp1979-2.2AC,,
1054,0.036,0.24,0.89,0.008,0.01,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,250.0,14.0,400.0,478.0,32.6,80.6,,,,,EvHtIp1979-2.2B,,
1055,0.036,0.24,0.89,0.008,0.01,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,0.0,0.0,,,,,-46.0,100.0,,,EvHtIp1979-2.2BC,,
1056,0.042,0.28,1.37,0.007,0.012,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,250.0,14.0,438.0,518.0,29.8,82.3,,,,,EvHtIp1979-2.2C,,
1057,0.042,0.28,1.37,0.007,0.012,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,0.0,0.0,,,,,-57.0,100.0,,,EvHtIp1979-2.2CC,,
1058,0.045,0.26,1.69,0.007,0.012,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,250.0,14.0,456.0,548.0,32.0,78.8,,,,,EvHtIp1979-2.2D,,
1059,0.045,0.26,1.69,0.007,0.012,,,,,,,,,,,,,,,,,,,DC,+,2.2,200,MMA,0.0,0.0,,,,,-37.0,100.0,,,EvHtIp1979-2.2DC,,
1060,0.043,0.2,0.52,0.009,0.01,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,250.0,14.0,341.0,453.0,32.6,78.8,,,,,EvHtIp1979-4.3A,,
1061,0.043,0.2,0.52,0.009,0.01,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,0.0,0.0,,,,,-15.0,100.0,,,EvHtIp1979-4.3AC,,
1062,0.042,0.2,0.93,0.008,0.011,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,250.0,14.0,376.0,484.0,32.6,78.8,,,,,EvHtIp1979-4.3B,,
1063,0.042,0.2,0.93,0.008,0.011,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,0.0,0.0,,,,,-27.0,100.0,,,EvHtIp1979-4.3BC,,
1064,0.043,0.24,1.37,0.008,0.013,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,250.0,14.0,405.0,500.0,31.8,80.6,,,,,EvHtIp1979-4.3C,,
1065,0.043,0.24,1.37,0.008,0.013,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,0.0,0.0,,,,,-27.0,100.0,,,EvHtIp1979-4.3CC,,
1066,0.047,0.25,1.73,0.007,0.014,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,250.0,14.0,437.0,541.0,30.0,78.8,,,,,EvHtIp1979-4.3D,,
1067,0.047,0.25,1.73,0.007,0.014,,,,,,,,,,,,,,,,,,,DC,+,4.3,200,MMA,0.0,0.0,,,,,-5.0,100.0,,,EvHtIp1979-4.3DC,,
1084,0.036,0.31,0.6,0.008,0.012,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,20,MMA,0.0,0.0,450.0,506.0,28.8,77.8,-14.0,100.0,,,Evans-intpss-1978-A20,,
1085,0.043,0.3,1.03,0.007,0.013,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,20,MMA,0.0,0.0,495.0,554.0,30.6,77.8,-32.0,100.0,,,Evans-intpss-1978-B20,,
1086,0.046,0.31,1.39,0.008,0.015,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,20,MMA,0.0,0.0,542.0,597.0,26.6,75.0,-39.0,100.0,,,Evans-intpss-1978-C20,,
1087,0.05,0.31,1.79,0.007,0.015,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,20,MMA,0.0,0.0,604.0,657.0,22.0,71.9,-29.0,100.0,,,Evans-intpss-1978-D20,,
1088,0.039,0.28,0.58,0.008,0.012,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,411.0,475.0,30.6,79.7,-24.0,100.0,,,Evans-intpss-1978-A150,,
1089,0.047,0.31,1.0,0.008,0.015,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,454.0,519.0,29.0,78.8,-35.0,100.0,,,Evans-intpss-1978-B150,,
1090,0.046,0.31,1.4,0.007,0.012,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,486.0,556.0,28.6,77.0,-41.0,100.0,,,Evans-intpss-1978-C150,,
1091,0.049,0.31,1.77,0.007,0.014,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,525.0,600.0,29.6,77.0,-37.0,100.0,,,Evans-intpss-1978-D150,,
1092,0.037,0.28,0.6,0.008,0.01,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,240,MMA,0.0,0.0,390.0,465.0,34.8,80.6,-31.0,100.0,,,Evans-intpss-1978-A240,,
1093,0.042,0.32,1.02,0.007,0.012,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,240,MMA,0.0,0.0,427.0,499.0,34.6,80.5,-42.0,100.0,,,Evans-intpss-1978-B240,,
1094,0.047,0.31,1.37,0.008,0.013,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,240,MMA,0.0,0.0,448.0,525.0,32.0,78.8,-50.0,100.0,,,Evans-intpss-1978-C240,,
1095,0.047,0.32,1.75,0.007,0.015,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,240,MMA,0.0,0.0,501.0,566.0,31.4,77.8,-48.0,100.0,,,Evans-intpss-1978-D240,,
1096,0.042,0.25,0.55,0.008,0.01,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,300,MMA,0.0,0.0,371.0,452.0,34.2,79.7,-36.0,100.0,,,Evans-intpss-1978-A300,,
1097,0.045,0.3,0.99,0.008,0.01,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,300,MMA,0.0,0.0,410.0,486.0,34.8,80.6,-47.0,100.0,,,Evans-intpss-1978-B300,,
1098,0.047,0.27,1.32,0.007,0.012,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,300,MMA,0.0,0.0,431.0,513.0,33.4,78.8,-53.0,100.0,,,Evans-intpss-1978-C300,,
1099,0.047,0.28,1.66,0.007,0.012,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,300,MMA,0.0,0.0,446.0,533.0,32.2,80.6,-57.0,100.0,,,Evans-intpss-1978-D300,,
1166,0.08,0.45,0.96,0.007,0.015,0.21,9.1,0.96,0.19,0.03,0.02,,540.0,100.0,540.0,100.0,,900.0,,,,181.0,23.0,DC,+,1.3,150-200,MMA,0.0,0.0,,,,,,,459.0,,PantK-1990-w1,,10.0
1167,0.1,0.54,0.66,0.006,0.014,0.31,9.0,0.82,0.23,0.02,0.01,,510.0,100.0,180.0,100.0,,170.0,,,,181.0,22.0,DC,+,1.0,150-200,MMA,0.0,0.0,,,,,,,405.0,,PantK-1990-w2,,10.0
1168,0.09,0.46,0.99,0.012,0.021,0.22,9.5,0.96,0.19,0.03,0.01,,530.0,100.0,450.0,100.0,,100.0,,,,201.0,22.0,DC,+,1.4,150-200,MMA,0.0,0.0,,,,,,,451.0,,PantK-1990-w3,,10.0
1169,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,0.0,0.0,,,,,,,432.0,,PantK-1990-w4.0,,10.0
1170,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,720.0,2.0,,,,,,,264.0,,PantK-1990-w4.1,,10.0
1171,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,720.0,8.0,,,,,,,241.0,,PantK-1990-w4.2,,10.0
1172,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,740.0,2.0,,,,,,,251.0,,PantK-1990-w4.3,,10.0
1173,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,740.0,8.0,,,,,,,225.0,,PantK-1990-w4.4,,10.0
1174,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,760.0,2.0,,,,,,,233.0,,PantK-1990-w4.5,,10.0
1175,0.09,0.37,1.03,0.004,0.01,0.05,8.8,1.03,0.25,0.01,0.01,,470.0,100.0,370.0,100.0,,800.0,,,,180.0,23.0,DC,+,1.3,150-200,MMA,760.0,8.0,,,,,,,208.0,,PantK-1990-w4.6,,10.0
1176,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,0.0,0.0,,,,,,,373.0,,PantK-1990-w5.0,,10.0
