,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale
616,0.074,0.35,0.63,0.009,0.007,,,,0.0005,,,,472.0,8.0,66.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-46.0,100.0,,,Evans-Ti/Mn-1992-A8awch,,
617,0.074,0.35,0.63,0.009,0.007,,,,0.0005,,,,472.0,8.0,66.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,333.0,450.0,30.4,78.9,-53.0,100.0,,,Evans-Ti/Mn-1992-A8ht,,
618,0.074,0.35,0.65,0.005,0.004,,,,0.0005,,,,426.0,36.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,402.0,494.0,33.3,77.5,,,,,Evans-Ti/Mn-1992-A36aw,,
619,0.074,0.35,0.65,0.005,0.004,,,,0.0005,,,,426.0,36.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-45.0,100.0,,,Evans-Ti/Mn-1992-A36awch,,
620,0.074,0.35,0.65,0.005,0.004,,,,0.0005,,,,426.0,36.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,329.0,447.0,36.4,80.5,-55.0,100.0,,,Evans-Ti/Mn-1992-A36ht,,
621,0.075,0.35,0.66,0.009,0.007,,,,0.0005,,,,396.0,96.0,71.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,396.0,492.0,30.2,78.0,,,,,Evans-Ti/Mn-1992-A96aw,,
622,0.075,0.35,0.66,0.009,0.007,,,,0.0005,,,,396.0,96.0,71.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-40.0,100.0,,,Evans-Ti/Mn-1992-A96awch,,
623,0.075,0.35,0.66,0.009,0.007,,,,0.0005,,,,396.0,96.0,71.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,351.0,457.0,31.6,79.8,-54.0,100.0,,,Evans-Ti/Mn-1992-A96ht,,
624,0.076,0.38,0.67,0.009,0.007,,,,0.0005,,,,362.0,160.0,70.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,410.0,494.0,31.4,78.9,,,,,Evans-Ti/Mn-1992-A160aw,,
625,0.076,0.38,0.67,0.009,0.007,,,,0.0005,,,,362.0,160.0,70.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-36.0,100.0,,,Evans-Ti/Mn-1992-A160awch,,
626,0.076,0.38,0.67,0.009,0.007,,,,0.0005,,,,362.0,160.0,70.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,365.0,465.0,30.4,79.8,-56.0,100.0,,,Evans-Ti/Mn-1992-A160ht,,
627,0.078,0.44,0.71,0.006,0.008,,,,0.0005,,,,306.0,225.0,76.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,440.0,523.0,31.4,77.0,,,,,Evans-Ti/Mn-1992-A225aw,,
628,0.078,0.44,0.71,0.006,0.008,,,,0.0005,,,,306.0,225.0,76.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-40.0,100.0,,,Evans-Ti/Mn-1992-A225awch,,
629,0.078,0.44,0.71,0.006,0.008,,,,0.0005,,,,306.0,225.0,76.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,381.0,484.0,31.6,78.0,-51.0,100.0,,,Evans-Ti/Mn-1992-A225ht,,
630,0.077,0.3,1.0,0.008,0.007,,,,0.0005,,,,464.0,7.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,409.0,504.0,30.6,77.0,,,,,Evans-Ti/Mn-1992-B7aw,,
631,0.077,0.3,1.0,0.008,0.007,,,,0.0005,,,,464.0,7.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-56.0,100.0,,,Evans-Ti/Mn-1992-B7awch,,
632,0.077,0.3,1.0,0.008,0.007,,,,0.0005,,,,464.0,7.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,372.0,480.0,30.5,78.9,-66.0,100.0,,,Evans-Ti/Mn-1992-B7ht,,
633,0.076,0.35,1.01,0.008,0.005,,,,0.0005,,,,401.0,41.0,74.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,443.0,522.0,31.1,77.0,,,,,Evans-Ti/Mn-1992-B41aw,,
634,0.076,0.35,1.01,0.008,0.005,,,,0.0005,,,,401.0,41.0,74.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-60.0,100.0,,,Evans-Ti/Mn-1992-B41awch,,
635,0.076,0.35,1.01,0.008,0.005,,,,0.0005,,,,401.0,41.0,74.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,359.0,480.0,29.4,80.3,-80.0,100.0,,,Evans-Ti/Mn-1992-B41ht,,
636,0.075,0.31,1.03,0.008,0.007,,,,0.0005,,,,394.0,92.0,79.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,427.0,516.0,32.0,78.9,,,,,Evans-Ti/Mn-1992-B92aw,,
637,0.075,0.31,1.03,0.008,0.007,,,,0.0005,,,,394.0,92.0,79.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-53.0,100.0,,,Evans-Ti/Mn-1992-B92awch,,
638,0.075,0.31,1.03,0.008,0.007,,,,0.0005,,,,394.0,92.0,79.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,375.0,470.0,32.4,79.8,-56.0,100.0,,,Evans-Ti/Mn-1992-B92ht,,
639,0.075,0.35,1.05,0.008,0.007,,,,0.0005,,,,361.0,140.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,434.0,517.0,30.8,78.9,,,,,Evans-Ti/Mn-1992-B140aw,,
640,0.075,0.35,1.05,0.008,0.007,,,,0.0005,,,,361.0,140.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-45.0,100.0,,,Evans-Ti/Mn-1992-B140awch,,
641,0.075,0.35,1.05,0.008,0.007,,,,0.0005,,,,361.0,140.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,398.0,488.0,32.2,80.7,-54.0,100.0,,,Evans-Ti/Mn-1992-B140ht,,
642,0.078,0.43,1.1,0.007,0.005,,,,0.0005,,,,329.0,190.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,456.0,545.0,29.0,78.9,,,,,Evans-Ti/Mn-1992-B190aw,,
643,0.078,0.43,1.1,0.007,0.005,,,,0.0005,,,,329.0,190.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-50.0,100.0,,,Evans-Ti/Mn-1992-B190awch,,
644,0.078,0.43,1.1,0.007,0.005,,,,0.0005,,,,329.0,190.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,399.0,492.0,32.2,80.7,-56.0,100.0,,,Evans-Ti/Mn-1992-B190ht,,
645,0.075,0.3,1.31,0.008,0.006,,,,0.0005,,,,441.0,5.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,420.0,523.0,26.4,77.0,,,,,Evans-Ti/Mn-1992-C5aw,,
646,0.075,0.3,1.31,0.008,0.006,,,,0.0005,,,,441.0,5.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-29.0,100.0,,,Evans-Ti/Mn-1992-C5aw,,
647,0.075,0.3,1.31,0.008,0.006,,,,0.0005,,,,441.0,5.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,359.0,480.0,29.6,78.6,-72.0,100.0,,,Evans-Ti/Mn-1992-C5ht,,
648,0.077,0.32,1.33,0.007,0.005,,,,0.0005,,,,422.0,36.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,463.0,541.0,27.1,75.9,,,,,Evans-Ti/Mn-1992-C36aw,,
649,0.077,0.32,1.33,0.007,0.005,,,,0.0005,,,,422.0,36.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-68.0,100.0,,,Evans-Ti/Mn-1992-C36aw,,
650,0.077,0.32,1.33,0.007,0.005,,,,0.0005,,,,422.0,36.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,372.0,497.0,31.4,76.4,-81.0,100.0,,,Evans-Ti/Mn-1992-C36ht,,
651,0.073,0.3,1.32,0.008,0.007,,,,0.0005,,,,401.0,75.0,77.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,450.0,522.0,29.4,78.9,,,,,Evans-Ti/Mn-1992-C75aw,,
652,0.073,0.3,1.32,0.008,0.007,,,,0.0005,,,,401.0,75.0,77.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,Evans-Ti/Mn-1992-C75aw,,
653,0.073,0.3,1.32,0.008,0.007,,,,0.0005,,,,401.0,75.0,77.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,419.0,507.0,33.4,80.7,-61.0,100.0,,,Evans-Ti/Mn-1992-C75ht,,
654,0.079,0.33,1.35,0.008,0.007,,,,0.0005,,,,375.0,140.0,78.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,464.0,544.0,29.4,78.9,,,,,Evans-Ti/Mn-1992-C140aw,,
655,0.079,0.33,1.35,0.008,0.007,,,,0.0005,,,,375.0,140.0,78.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-43.0,100.0,,,Evans-Ti/Mn-1992-C140aw,,
656,0.079,0.33,1.35,0.008,0.007,,,,0.0005,,,,375.0,140.0,78.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,413.0,508.0,27.0,79.8,-60.0,100.0,,,Evans-Ti/Mn-1992-C140ht,,
657,0.08,0.39,1.37,0.007,0.006,,,,0.0005,,,,320.0,215.0,90.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,485.0,559.0,28.0,80.7,,,,,Evans-Ti/Mn-1992-C215aw,,
658,0.08,0.39,1.37,0.007,0.006,,,,0.0005,,,,320.0,215.0,90.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-54.0,100.0,,,Evans-Ti/Mn-1992-C215aw,,
659,0.08,0.39,1.37,0.007,0.006,,,,0.0005,,,,320.0,215.0,90.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,429.0,537.0,28.4,77.5,-70.0,100.0,,,Evans-Ti/Mn-1992-C215ht,,
660,0.077,0.28,1.79,0.007,0.006,,,,0.0005,,,,439.0,7.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,458.0,568.0,28.6,76.0,,,,,Evans-Ti/Mn-1992-D7aw,,
661,0.077,0.28,1.79,0.007,0.006,,,,0.0005,,,,439.0,7.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-5.0,100.0,,,Evans-Ti/Mn-1992-D7aw,,
662,0.077,0.28,1.79,0.007,0.006,,,,0.0005,,,,439.0,7.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,381.0,500.0,30.4,78.9,-49.0,100.0,,,Evans-Ti/Mn-1992-D7ht,,
663,0.078,0.31,1.75,0.007,0.006,,,,0.0005,,,,417.0,36.0,94.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,500.0,571.0,28.8,77.0,,,,,Evans-Ti/Mn-1992-D36aw,,
664,0.078,0.31,1.75,0.007,0.006,,,,0.0005,,,,417.0,36.0,94.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-62.0,100.0,,,Evans-Ti/Mn-1992-D36aw,,
665,0.078,0.31,1.75,0.007,0.006,,,,0.0005,,,,417.0,36.0,94.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,414.0,518.0,29.2,78.4,-71.0,100.0,,,Evans-Ti/Mn-1992-D36ht,,
666,0.077,0.29,1.76,0.007,0.007,,,,0.0005,,,,396.0,105.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,484.0,577.0,26.2,77.9,,,,,Evans-Ti/Mn-1992-D105aw,,
667,0.077,0.29,1.76,0.007,0.007,,,,0.0005,,,,396.0,105.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-53.0,100.0,,,Evans-Ti/Mn-1992-D105aw,,
668,0.077,0.29,1.76,0.007,0.007,,,,0.0005,,,,396.0,105.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,429.0,532.0,27.4,78.9,-57.0,100.0,,,Evans-Ti/Mn-1992-D105ht,,
669,0.075,0.32,1.83,0.006,0.007,,,,0.0005,,,,346.0,170.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,510.0,590.0,27.4,79.7,,,,,Evans-Ti/Mn-1992-D170aw,,
670,0.075,0.32,1.83,0.006,0.007,,,,0.0005,,,,346.0,170.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,Evans-Ti/Mn-1992-D170aw,,
671,0.075,0.32,1.83,0.006,0.007,,,,0.0005,,,,346.0,170.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,471.0,565.0,27.8,78.0,-57.0,100.0,,,Evans-Ti/Mn-1992-D170ht,,
672,0.079,0.37,1.82,0.006,0.007,,,,0.0005,,,,324.0,255.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,250.0,14.0,536.0,612.0,25.4,76.0,,,,,Evans-Ti/Mn-1992-D255aw,,
673,0.079,0.37,1.82,0.006,0.007,,,,0.0005,,,,324.0,255.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,,,,,-53.0,100.0,,,Evans-Ti/Mn-1992-D255aw,,
674,0.079,0.37,1.82,0.006,0.007,,,,0.0005,,,,324.0,255.0,81.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,474.0,575.0,29.4,78.0,-61.0,100.0,,,Evans-Ti/Mn-1992-D255ht,,
675,0.074,0.25,1.4,0.008,0.007,,,,,,,,475.0,1.0,79.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,445.0,528.0,28.2,78.0,,,,,KocakPEv-TiN-1994-O,,
676,0.077,0.27,1.46,0.008,0.007,,,,,,,,459.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,471.0,544.0,25.2,77.0,,,,,KocakPREv-TiN-1994-Wa,,
677,0.073,0.26,1.41,0.007,0.011,,,,,,,,392.0,90.0,83.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,478.0,540.0,24.2,78.9,,,,,KocakPREv-TiN-1994-Wb,,
678,0.074,0.3,1.45,0.007,0.009,,,,,,,,337.0,120.0,84.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,480.0,538.0,27.8,79.8,,,,,KocakPREv-TiN-1994-Wc,,
679,0.072,0.38,1.5,0.006,0.01,,,,,,,,291.0,260.0,77.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,509.0,578.0,26.4,78.9,,,,,KocakPREv-TiN-1994-Wd,,
680,0.069,0.45,1.47,0.005,0.006,,,,,,,,282.0,410.0,77.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,504.0,577.0,25.8,79.8,,,,,KocakPREv-TiN-1994-Xa,,
681,0.07,0.45,1.5,0.005,0.006,,,,,,,,294.0,550.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,530.0,597.0,25.0,81.6,,,,,KocakPREv-TiN-1994-Xb,,
682,0.074,0.28,1.58,0.008,0.008,,,,,,,,404.0,5.0,145.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,473.0,566.0,24.0,77.0,,,,,KocakPREv-TiN-1994-O1,,
683,0.068,0.28,1.4,0.01,0.008,,,,,,,,409.0,31.0,148.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,482.0,545.0,28.0,78.9,,,,,KocakPREv-TiN-1994-W1a,,
684,0.069,0.31,1.5,0.008,0.008,,,,,,,,400.0,51.0,160.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,522.0,584.0,26.4,78.9,,,,,KocakPREv-TiN-1994-W1b,,
685,0.07,0.29,1.5,0.008,0.009,,,,,,,,341.0,120.0,164.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,513.0,573.0,25.2,76.0,,,,,KocakPREv-TiN-1994-W1c,,
686,0.068,0.39,1.51,0.007,0.009,,,,,,,,278.0,300.0,166.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,546.0,611.0,24.0,78.0,,,,,KocakPREv-TiN-1994-W1d,,
687,0.066,0.47,1.48,0.007,0.011,,,,,,,,285.0,410.0,164.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,584.0,639.0,23.0,75.0,,,,,KocakPREv-TiN-1994-X1a,,
688,0.07,0.45,1.5,0.004,0.006,,,,,,,,297.0,590.0,155.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,535.0,599.0,25.6,76.0,,,,,KocakPREv-TiN-1994-X1b,,
689,0.073,0.27,1.66,0.009,0.008,,,,,,,,399.0,5.0,235.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,505.0,607.0,24.0,76.0,,,,,KocakPREv-TiN-1994-O2,,
690,0.069,0.26,1.45,0.01,0.009,,,,,,,,391.0,29.0,226.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,492.0,581.0,25.8,77.9,,,,,KocakPREv-TiN-1994-W2a,,
691,0.073,0.29,1.53,0.009,0.007,,,,,,,,419.0,46.0,243.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,538.0,591.0,24.9,74.5,,,,,KocakPREv-TiN-1994-W2b,,
692,0.07,0.28,1.45,0.009,0.009,,,,,,,,315.0,120.0,239.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,523.0,599.0,29.2,77.0,,,,,KocakPREv-TiN-1994-W2c,,
693,0.067,0.4,1.48,0.006,0.008,,,,,,,,286.0,320.0,253.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,546.0,621.0,23.6,76.0,,,,,KocakPREv-TiN-1994-W2d,,
694,0.068,0.47,1.46,0.007,0.006,,,,,,,,297.0,450.0,249.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,578.0,631.0,24.6,78.0,,,,,KocakPREv-TiN-1994-X2a,,
695,0.066,0.43,1.47,0.005,0.006,,,,,,,,322.0,690.0,240.0,,,,,,,170.0,21.0,DC,+,1.0,200,MMA,0.0,0.0,552.0,615.0,26.4,78.0,,,,,KocakPREv-TiN-1994-X2b,,
696,0.035,0.3,0.66,0.006,0.013,,,,,,,,490.0,,70.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,392.0,466.0,31.9,80.6,-27.0,100.0,,,Evans-Mn-1977-Aaw,,
697,0.035,0.3,0.66,0.006,0.013,,,,,,,,490.0,,70.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,500.0,2.0,370.0,456.0,35.2,80.6,-32.0,100.0,,,Evans-Mn-1977-Aht,,
698,0.038,0.3,1.0,0.005,0.014,,,,,,,,460.0,,100.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,413.0,498.0,31.2,80.6,-44.0,100.0,,,Evans-Mn-1977-Baw,,
699,0.038,0.3,1.0,0.005,0.014,,,,,,,,460.0,,100.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,500.0,2.0,402.0,490.0,31.0,80.6,-44.0,100.0,,,Evans-Mn-1977-Bht,,
700,0.049,0.34,1.42,0.005,0.013,,,,,,,,410.0,,90.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,468.0,551.0,29.4,78.7,-53.0,100.0,,,Evans-Mn-1977-Caw,,
701,0.049,0.34,1.42,0.005,0.013,,,,,,,,410.0,,90.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,500.0,2.0,436.0,529.0,31.6,78.8,-50.0,100.0,,,Evans-Mn-1977-Cht,,
702,0.051,0.34,1.82,0.006,0.017,,,,,,,,390.0,,90.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,0.0,0.0,514.0,588.0,28.0,76.8,-43.0,100.0,,,Evans-Mn-1977-Daw,,
703,0.051,0.34,1.82,0.006,0.017,,,,,,,,390.0,,90.0,,,,,,,170.0,21.0,DC,+,1.0,150,MMA,500.0,2.0,479.0,576.0,27.4,76.9,-36.0,100.0,,,Evans-Mn-1977-Dht,,
704,0.05,0.25,1.21,0.013,0.024,1.84,0.05,0.34,0.01,0.06,,,444.0,,143.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,0.0,0.0,665.0,715.0,23.8,,-73.0,50.0,,,SurianEtAl-C-1991-0.05awCh,,
705,0.05,0.25,1.21,0.013,0.024,1.84,0.05,0.34,0.01,0.06,,,444.0,,143.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,620.0,1.0,673.0,680.0,23.8,,-42.0,50.0,,,SurianEtAl-C-1991-0.05htCh,,
706,0.07,0.26,1.24,0.013,0.025,1.9,0.05,0.34,0.01,0.06,,,365.0,,119.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,0.0,0.0,768.0,807.0,20.0,,-72.0,50.0,,,SurianEtAl-C-1991-0.07awCh,,
707,0.07,0.26,1.24,0.013,0.025,1.9,0.05,0.34,0.01,0.06,,,365.0,,119.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,620.0,1.0,700.0,785.0,20.6,,-28.0,50.0,,,SurianEtAl-C-1991-0.07htCh,,
708,0.1,0.34,1.42,0.009,0.028,1.92,0.05,0.35,0.01,0.05,,,345.0,,87.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,0.0,0.0,798.0,858.0,19.6,,-64.0,50.0,,,SurianEtAl-C-1991-0.10awCh,,
709,0.1,0.34,1.42,0.009,0.028,1.92,0.05,0.35,0.01,0.05,,,345.0,,87.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,620.0,1.0,765.0,858.0,20.6,,-14.0,50.0,,,SurianEtAl-C-1991-0.10htCh,,
710,0.12,0.33,1.41,0.011,0.031,1.88,0.05,0.34,0.01,0.05,,,329.0,,99.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,0.0,0.0,808.0,875.0,16.6,,-39.0,50.0,,,SurianEtAl-C-1991-0.12awCh,,
711,0.12,0.33,1.41,0.011,0.031,1.88,0.05,0.34,0.01,0.05,,,329.0,,99.0,,,,,,,170.0,24.0,DC,+,2.1,107,MMA,620.0,1.0,795.0,895.0,18.0,,-3.0,50.0,,,SurianEtAl-C-1991-0.12htCh,,
712,0.04,0.24,0.84,0.009,0.01,2.2,,,,0.13,,,300.0,150.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,481.0,616.0,23.0,69.0,,,,,Alekseev&-CMnNi-1991-CH1,,
713,0.04,0.22,0.81,0.009,0.011,2.19,,,,0.29,,,300.0,120.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,471.0,596.0,23.0,66.0,,,,,Alekseev&-CMnNi-1991-CH2,,
714,0.04,0.23,0.83,0.01,0.011,2.19,,,,0.45,,,280.0,140.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,498.0,599.0,24.0,65.0,,,,,Alekseev&-CMnNi-1991-CH3,,
715,0.04,0.24,0.82,0.009,0.01,2.2,,,,0.62,,,300.0,150.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,525.0,623.0,21.0,65.0,,,,,Alekseev&-CMnNi-1991-CH4,,
716,0.04,0.23,0.83,0.01,0.011,2.21,,,,0.79,,,320.0,140.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,536.0,635.0,23.0,65.0,,,,,Alekseev&-CMnNi-1991-CH5,,
717,0.04,0.23,0.83,0.01,0.011,2.21,,,,1.01,,,320.0,130.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,566.0,674.0,21.0,62.0,,,,,Alekseev&-CMnNi-1991-CH6,,
718,0.04,0.2,0.8,0.01,0.011,2.2,,,,1.2,,,370.0,140.0,,,,,,,,165.0,25.0,DC,-,1.0,200,MMA,0.0,0.0,573.0,690.0,21.0,62.0,,,,,Alekseev&-CMnNi-1991-CH7,,
719,0.099,0.17,1.01,0.007,0.012,0.08,9.3,1.0,0.2,,0.0,0.0,634.0,,539.0,,,460.0,,,,180.0,34.0,DC,+,1.0,175,MMA,750.0,8.0,617.0,762.0,18.4,61.2,,,,,Evans-AlEl9Cr1Mo-1994--,,
