,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale
1220,0.1,0.27,0.6,0.002,0.011,0.13,8.75,1.02,0.2,0.09,0.017,0.1,,20.0,390.0,160.0,10.0,,30.0,40.0,,400.0,31.5,AC,+,1.4,177,SAA,746.0,4.0,650.0,747.0,19.0,63.0,,,,,EPRI-TR-101394s-E9SA6,,
1221,0.1,0.27,0.6,0.002,0.011,0.13,8.75,1.02,0.2,0.09,0.017,0.1,,20.0,390.0,160.0,10.0,,30.0,40.0,,400.0,31.5,AC,+,1.4,177,SAA,746.0,4.0,625.0,734.0,22.0,63.0,,,,,EPRI-TR-101394s-E9SA6,,
1222,0.11,0.27,0.6,0.002,0.01,0.14,8.77,1.01,0.2,0.1,0.017,0.1,,20.0,370.0,0.014,10.0,,40.0,50.0,,400.0,31.5,AC,+,1.4,177,SAA,746.0,4.0,626.0,727.0,23.0,69.0,,,,,EPRI-TR-101394s-E9SA8,,
1223,0.11,0.27,0.6,0.002,0.01,0.14,8.77,1.01,0.2,0.1,0.017,0.1,,20.0,370.0,0.014,10.0,,40.0,50.0,,400.0,31.5,AC,+,1.4,177,SAA,746.0,4.0,629.0,735.0,21.0,68.0,,,,,EPRI-TR-101394s-E9SA8,,
