Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale,Electrode Positive,Electrode Negative,Group
0.064,0.3,0.63,0.007,0.007,0.0,0.0,0.0,0.0005,1.05,,,456.0,42.0,65.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-94.0,28.0,,,EvansLetter-A+1Cuch2,,,0,0,EvansLetter
0.066,0.37,0.67,0.006,0.008,0.0,0.0,0.0,0.0005,1.44,,,453.0,51.0,55.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,516.0,568.0,28.8,75.0,,,,,EvansLetter-A+1.5Cu,,,0,0,EvansLetter
0.066,0.37,0.67,0.006,0.008,0.0,0.0,0.0,0.0005,1.44,,,453.0,51.0,55.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-43.0,100.0,,,EvansLetter-A+1.5Cuch1,,,0,0,EvansLetter
0.066,0.37,0.67,0.006,0.008,0.0,0.0,0.0,0.0005,1.44,,,453.0,51.0,55.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-77.0,28.0,,,EvansLetter-A+1.5Cuch2,,,0,0,EvansLetter
0.078,0.26,1.43,0.006,0.006,0.0,0.0,0.0,0.0005,0.0,,,481.0,5.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,434.0,526.0,29.2,78.0,,,,,EvansLetterCo+,,,0,0,EvansLetter
0.078,0.26,1.43,0.006,0.006,0.0,0.0,0.0,0.0005,0.0,,,481.0,5.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-18.0,100.0,,,EvansLetterCo+ch1,,,0,0,EvansLetter
0.078,0.26,1.43,0.006,0.006,0.0,0.0,0.0,0.0005,0.0,,,481.0,5.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-43.0,28.0,,,EvansLetterCo+ch2,,,0,0,EvansLetter
0.073,0.28,1.39,0.007,0.007,0.95,0.0,0.0,0.0005,0.0,,,454.0,5.0,76.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,470.0,550.0,26.0,78.0,,,,,EvansLetterCo+1Ni,,,0,0,EvansLetter
0.073,0.28,1.39,0.007,0.007,0.95,0.0,0.0,0.0005,0.0,,,454.0,5.0,76.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-13.0,100.0,,,EvansLetterCo+1Nich1,,,0,0,EvansLetter
0.073,0.28,1.39,0.007,0.007,0.95,0.0,0.0,0.0005,0.0,,,454.0,5.0,76.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-48.0,28.0,,,EvansLetterCo+1Nich2,,,0,0,EvansLetter
0.071,0.26,1.48,0.007,0.012,2.28,0.0,0.0,0.0005,0.0,,,460.0,5.0,87.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,512.0,605.0,21.7,75.0,,,,,EvansLetterCo+2Ni,,,0,0,EvansLetter
0.071,0.26,1.48,0.007,0.012,2.28,0.0,0.0,0.0005,0.0,,,460.0,5.0,87.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-20.0,100.0,,,EvansLetterCo+2Nich1,,,0,0,EvansLetter
0.071,0.26,1.48,0.007,0.012,2.28,0.0,0.0,0.0005,0.0,,,460.0,5.0,87.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-61.0,28.0,,,EvansLetterCo+2Nich2,,,0,0,EvansLetter
0.073,0.24,1.43,0.008,0.006,3.12,0.0,0.0,0.0005,0.0,,,460.0,5.0,77.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,573.0,666.0,16.0,70.8,,,,,EvansLetterCo+3Ni,,,0,0,EvansLetter
0.073,0.24,1.43,0.008,0.006,3.12,0.0,0.0,0.0005,0.0,,,460.0,5.0,77.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-12.0,100.0,,,EvansLetterCo+3Nich1,,,0,0,EvansLetter
0.073,0.24,1.43,0.008,0.006,3.12,0.0,0.0,0.0005,0.0,,,460.0,5.0,77.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-64.0,28.0,,,EvansLetterCo+3Nich2,,,0,0,EvansLetter
0.076,0.28,1.53,0.008,0.006,0.0,0.0,0.25,0.0005,0.0,,,444.0,5.0,84.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,474.0,570.0,20.4,77.0,,,,,EvansLetterCo+.25Mo,,,0,0,EvansLetter
0.076,0.28,1.53,0.008,0.006,0.0,0.0,0.25,0.0005,0.0,,,444.0,5.0,84.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-24.0,100.0,,,EvansLetterCo+.25Moch1,,,0,0,EvansLetter
0.076,0.28,1.53,0.008,0.006,0.0,0.0,0.25,0.0005,0.0,,,444.0,5.0,84.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-61.0,28.0,,,EvansLetterCo+.25Moch2,,,0,0,EvansLetter
0.076,0.25,1.45,0.008,0.006,0.0,0.0,0.5,0.0005,0.0,,,457.0,5.0,78.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,523.0,610.0,19.4,75.0,,,,,EvansLetterCo+.5Mo,,,0,0,EvansLetter
0.076,0.25,1.45,0.008,0.006,0.0,0.0,0.5,0.0005,0.0,,,457.0,5.0,78.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-4.0,100.0,,,EvansLetterCo+.5Moch1,,,0,0,EvansLetter
0.076,0.25,1.45,0.008,0.006,0.0,0.0,0.5,0.0005,0.0,,,457.0,5.0,78.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-50.0,28.0,,,EvansLetterCo+.5Moch2,,,0,0,EvansLetter
0.076,0.24,1.41,0.008,0.006,0.0,0.0,1.11,0.0005,0.0,,,447.0,5.0,85.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,594.0,699.0,19.2,68.6,,,,,EvansLetterCo+1Mo,,,0,0,EvansLetter
0.076,0.24,1.41,0.008,0.006,0.0,0.0,1.11,0.0005,0.0,,,447.0,5.0,85.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,26.0,100.0,,,EvansLetterCo+1Moch1,,,0,0,EvansLetter
0.076,0.24,1.41,0.008,0.006,0.0,0.0,1.11,0.0005,0.0,,,447.0,5.0,85.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-50.0,28.0,,,EvansLetterCo+1Moch2,,,0,0,EvansLetter
0.08,0.28,1.48,0.007,0.006,0.0,1.07,0.0,0.0005,0.0,,,436.0,5.0,94.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,570.0,658.0,18.0,68.6,,,,,EvansLetterCo+1Cr,,,0,0,EvansLetter
0.08,0.28,1.48,0.007,0.006,0.0,1.07,0.0,0.0005,0.0,,,436.0,5.0,94.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-20.0,100.0,,,EvansLetterCo+1Crch1,,,0,0,EvansLetter
0.08,0.28,1.48,0.007,0.006,0.0,1.07,0.0,0.0005,0.0,,,436.0,5.0,94.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,EvansLetterCo+1Crch2,,,0,0,EvansLetter
0.075,0.28,1.48,0.007,0.005,0.0,1.55,0.0,0.0005,0.0,,,466.0,5.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,591.0,687.0,17.8,69.7,,,,,EvansLetterCo+1.5Cr,,,0,0,EvansLetter
0.075,0.28,1.48,0.007,0.005,0.0,1.55,0.0,0.0005,0.0,,,466.0,5.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,6.0,100.0,,,EvansLetterCo+1.5Crch1,,,0,0,EvansLetter
0.075,0.28,1.48,0.007,0.005,0.0,1.55,0.0,0.0005,0.0,,,466.0,5.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-55.0,28.0,,,EvansLetterCo+1.5Crch2,,,0,0,EvansLetter
0.076,0.28,1.44,0.007,0.007,0.0,1.96,0.0,0.0005,0.0,,,476.0,5.0,84.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,637.0,730.0,18.5,68.6,,,,,EvansLetterCo+2Cr,,,0,0,EvansLetter
0.076,0.28,1.44,0.007,0.007,0.0,1.96,0.0,0.0005,0.0,,,476.0,5.0,84.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,24.0,100.0,,,EvansLetterCo+2Crch1,,,0,0,EvansLetter
0.076,0.28,1.44,0.007,0.007,0.0,1.96,0.0,0.0005,0.0,,,476.0,5.0,84.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-50.0,28.0,,,EvansLetterCo+2Crch2,,,0,0,EvansLetter
0.08,0.24,1.47,0.007,0.007,0.0,0.0,0.0,0.0005,0.55,,,455.0,5.0,96.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,453.0,535.0,26.6,78.9,,,,,EvansLetterCo+0.5Cu,,,0,0,EvansLetter
0.08,0.24,1.47,0.007,0.007,0.0,0.0,0.0,0.0005,0.55,,,455.0,5.0,96.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-10.0,100.0,,,EvansLetterCo+0.5Cuch1,,,0,0,EvansLetter
0.08,0.24,1.47,0.007,0.007,0.0,0.0,0.0,0.0005,0.55,,,455.0,5.0,96.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-36.0,28.0,,,EvansLetterCo+0.5Cuch2,,,0,0,EvansLetter
0.075,0.24,1.41,0.006,0.008,0.0,0.0,0.0,0.0005,1.06,,,484.0,5.0,89.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,492.0,566.0,25.0,75.0,,,,,EvansLetterCo+1Cu,,,0,0,EvansLetter
0.075,0.24,1.41,0.006,0.008,0.0,0.0,0.0,0.0005,1.06,,,484.0,5.0,89.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-4.0,100.0,,,EvansLetterCo+1Chch1,,,0,0,EvansLetter
0.075,0.24,1.41,0.006,0.008,0.0,0.0,0.0,0.0005,1.06,,,484.0,5.0,89.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-48.0,28.0,,,EvansLetterCo+1Cuch2,,,0,0,EvansLetter
0.074,0.22,1.36,0.008,0.01,0.0,0.0,0.0,0.0005,1.63,,,484.0,5.0,110.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,559.0,638.0,23.2,70.8,,,,,EvansLetterCo+1.5Cu,,,0,0,EvansLetter
0.074,0.22,1.36,0.008,0.01,0.0,0.0,0.0,0.0005,1.63,,,484.0,5.0,110.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,23.0,100.0,,,EvansLetterCo+1.5Cuch1,,,0,0,EvansLetter
0.074,0.22,1.36,0.008,0.01,0.0,0.0,0.0,0.0005,1.63,,,484.0,5.0,110.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-30.0,28.0,,,EvansLetterCo+1.5Cuch2,,,0,0,EvansLetter
0.074,0.28,1.46,0.008,0.008,0.0,0.0,0.0,0.0005,0.0,,,443.0,35.0,79.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,460.0,533.0,27.6,78.9,,,,,EvansLetterC+,,,0,0,EvansLetter
0.074,0.28,1.46,0.008,0.008,0.0,0.0,0.0,0.0005,0.0,,,443.0,35.0,79.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-68.0,100.0,,,EvansLetterC+ch1,,,0,0,EvansLetter
0.074,0.28,1.46,0.008,0.008,0.0,0.0,0.0,0.0005,0.0,,,443.0,35.0,79.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-88.0,28.0,,,EvansLetterC+ch2,,,0,0,EvansLetter
0.076,0.25,1.48,0.008,0.006,0.95,0.0,0.0,0.0005,0.0,,,417.0,33.0,81.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,498.0,551.0,27.2,78.9,,,,,EvansLetterC+1Ni,,,0,0,EvansLetter
0.076,0.25,1.48,0.008,0.006,0.95,0.0,0.0,0.0005,0.0,,,417.0,33.0,81.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-62.0,100.0,,,EvansLetterC+1Nich1,,,0,0,EvansLetter
0.076,0.25,1.48,0.008,0.006,0.95,0.0,0.0,0.0005,0.0,,,417.0,33.0,81.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-94.0,28.0,,,EvansLetterC+1Nich2,,,0,0,EvansLetter
0.068,0.27,1.46,0.008,0.007,2.24,0.0,0.0,0.0005,0.0,,,436.0,34.0,78.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,555.0,622.0,25.6,78.0,,,,,EvansLetterC+2Ni,,,0,0,EvansLetter
0.068,0.27,1.46,0.008,0.007,2.24,0.0,0.0,0.0005,0.0,,,436.0,34.0,78.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-58.0,100.0,,,EvansLetterC+2Nich1,,,0,0,EvansLetter
0.068,0.27,1.46,0.008,0.007,2.24,0.0,0.0,0.0005,0.0,,,436.0,34.0,78.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-102.0,28.0,,,EvansLetterC+2Nich2,,,0,0,EvansLetter
0.075,0.26,1.46,0.008,0.006,3.15,0.0,0.0,0.0005,0.0,,,418.0,32.0,72.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,604.0,680.0,20.0,71.9,,,,,EvansLetterC+3Ni,,,0,0,EvansLetter
0.075,0.26,1.46,0.008,0.006,3.15,0.0,0.0,0.0005,0.0,,,418.0,32.0,72.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-49.0,100.0,,,EvansLetterC+3Nich1,,,0,0,EvansLetter
0.075,0.26,1.46,0.008,0.006,3.15,0.0,0.0,0.0005,0.0,,,418.0,32.0,72.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-95.0,28.0,,,EvansLetterC+3Nich2,,,0,0,EvansLetter
0.076,0.26,1.49,0.008,0.008,0.0,0.0,0.25,5.0,0.0,,,412.0,34.0,89.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,560.0,600.0,25.0,77.0,,,,,EvansLetterC+.25Mo,,,0,0,EvansLetter
0.076,0.26,1.49,0.008,0.008,0.0,0.0,0.25,5.0,0.0,,,412.0,34.0,89.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-69.0,100.0,,,EvansLetterC+.25Moch1,,,0,0,EvansLetter
0.076,0.26,1.49,0.008,0.008,0.0,0.0,0.25,5.0,0.0,,,412.0,34.0,89.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-86.0,28.0,,,EvansLetterC+.25Moch2,,,0,0,EvansLetter
0.075,0.26,1.46,0.008,0.007,0.0,0.0,0.5,5.0,0.0,,,429.0,31.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,596.0,642.0,21.0,74.0,,,,,EvansLetterC+.5Mo,,,0,0,EvansLetter
0.075,0.26,1.46,0.008,0.007,0.0,0.0,0.5,5.0,0.0,,,429.0,31.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-56.0,100.0,,,EvansLetterC+.5Moch1,,,0,0,EvansLetter
0.075,0.26,1.46,0.008,0.007,0.0,0.0,0.5,5.0,0.0,,,429.0,31.0,86.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-90.0,28.0,,,EvansLetterC+.5Moch2,,,0,0,EvansLetter
0.075,0.25,1.44,0.008,0.008,0.0,0.0,1.07,5.0,0.0,,,432.0,31.0,83.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,650.0,720.0,20.0,70.8,,,,,EvansLetterC+1Mo,,,0,0,EvansLetter
0.075,0.25,1.44,0.008,0.008,0.0,0.0,1.07,5.0,0.0,,,432.0,31.0,83.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-39.0,100.0,,,EvansLetterC+1Moch1,,,0,0,EvansLetter
0.075,0.25,1.44,0.008,0.008,0.0,0.0,1.07,5.0,0.0,,,432.0,31.0,83.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-85.0,28.0,,,EvansLetterC+1Moch2,,,0,0,EvansLetter
0.079,0.3,1.56,0.007,0.011,0.0,1.03,0.0,0.0005,0.0,,,431.0,27.0,98.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,624.0,672.0,20.0,73.0,,,,,EvansLetterC+1Cr,,,0,0,EvansLetter
0.079,0.3,1.56,0.007,0.011,0.0,1.03,0.0,0.0005,0.0,,,431.0,27.0,98.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-58.0,100.0,,,EvansLetterC+1Crch1,,,0,0,EvansLetter
0.079,0.3,1.56,0.007,0.011,0.0,1.03,0.0,0.0005,0.0,,,431.0,27.0,98.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-84.0,28.0,,,EvansLetterC+1Crch2,,,0,0,EvansLetter
0.073,0.29,1.53,0.007,0.01,0.0,1.53,0.0,0.0005,0.0,,,438.0,27.0,79.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,650.0,710.0,18.4,73.0,,,,,EvansLetterC+1.5Cr,,,0,0,EvansLetter
0.073,0.29,1.53,0.007,0.01,0.0,1.53,0.0,0.0005,0.0,,,438.0,27.0,79.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-38.0,100.0,,,EvansLetterC+1.5Crch1,,,0,0,EvansLetter
0.073,0.29,1.53,0.007,0.01,0.0,1.53,0.0,0.0005,0.0,,,438.0,27.0,79.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-79.0,28.0,,,EvansLetterC+1.5Crch2,,,0,0,EvansLetter
0.078,0.29,1.48,0.007,0.01,0.0,1.96,0.0,0.0005,0.0,,,438.0,28.0,82.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,706.0,772.0,16.0,67.5,,,,,EvansLetterC+2Cr,,,0,0,EvansLetter
0.078,0.29,1.48,0.007,0.01,0.0,1.96,0.0,0.0005,0.0,,,438.0,28.0,82.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-6.0,100.0,,,EvansLetterC+2Crch1,,,0,0,EvansLetter
0.078,0.29,1.48,0.007,0.01,0.0,1.96,0.0,0.0005,0.0,,,438.0,28.0,82.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,EvansLetterC+2Crch2,,,0,0,EvansLetter
0.076,0.27,1.48,0.007,0.008,0.0,0.0,0.0,0.0005,0.53,,,454.0,22.0,81.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,495.0,557.0,27.6,78.9,,,,,EvansLetterC+.5Cu,,,0,0,EvansLetter
0.076,0.27,1.48,0.007,0.008,0.0,0.0,0.0,0.0005,0.53,,,454.0,22.0,81.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-57.0,100.0,,,EvansLetterC+.5Cuch1,,,0,0,EvansLetter
0.076,0.27,1.48,0.007,0.008,0.0,0.0,0.0,0.0005,0.53,,,454.0,22.0,81.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-93.0,28.0,,,EvansLetterC+.5Cuch2,,,0,0,EvansLetter
0.077,0.25,1.43,0.007,0.008,0.0,0.0,0.0,0.0005,1.08,,,456.0,19.0,92.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,487.0,563.0,27.4,77.4,,,,,EvansLetterC+1Cu,,,0,0,EvansLetter
0.077,0.25,1.43,0.007,0.008,0.0,0.0,0.0,0.0005,1.08,,,456.0,19.0,92.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-48.0,100.0,,,EvansLetterC+1Cuch1,,,0,0,EvansLetter
0.077,0.25,1.43,0.007,0.008,0.0,0.0,0.0,0.0005,1.08,,,456.0,19.0,92.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-85.0,28.0,,,EvansLetterC+1Cuch2,,,0,0,EvansLetter
0.069,0.25,1.37,0.007,0.009,0.0,0.0,0.0,0.0005,1.6,,,475.0,23.0,75.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,570.0,625.0,25.8,75.0,,,,,EvansLetterC+1.5Cu,,,0,0,EvansLetter
0.069,0.25,1.37,0.007,0.009,0.0,0.0,0.0,0.0005,1.6,,,475.0,23.0,75.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-15.0,100.0,,,EvansLetterC+1.5Cuch1,,,0,0,EvansLetter
0.069,0.25,1.37,0.007,0.009,0.0,0.0,0.0,0.0005,1.6,,,475.0,23.0,75.0,5.0,5.0,5.0,,,,,,1.0,1.0,200,MMA,250.0,14.0,,,,,-67.0,28.0,,,EvansLetterC+1.5Cuch2,,,0,0,EvansLetter
