Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale,Electrode Positive,Electrode Negative,Group
0.06,0.49,0.67,0.011,0.009,0.21,2.63,1.06,,,,,850.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,,,,,-40.0,15.0,,,Chandel&-1985W2ch4,,,1,0,Chandel&
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,,,,,220.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,456.0,592.0,29.0,,,,,,Chandel&-1985W3,,,1,0,Chandel&
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,,,,,220.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,,,,,24.0,270.0,,,Chandel&-1985W3ch1,,,1,0,Chandel&
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,,,,,220.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,,,,,0.0,238.0,,,Chandel&-1985W3ch2,,,1,0,Chandel&
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,,,,,220.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,,,,,-20.0,176.0,,,Chandel&-1985W3ch3,,,1,0,Chandel&
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,,,,,220.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,,,,,-40.0,157.0,,,Chandel&-1985W3ch4,,,1,0,Chandel&
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,,,,,220.0,,,150.0,,,,,,500.0,32.0,1.0,2.0,250,NGSAW,690.0,10.0,,,,,-60.0,53.0,,,Chandel&-1985W3ch5,,,1,0,Chandel&
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,,,,,520.0,,,100.0,,,,,,500.0,30.0,1.0,3.6,200,NGGMA,690.0,10.0,535.0,627.0,23.0,,,,,,Chandel&-1985W4,,,1,0,Chandel&
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,,,,,520.0,,,100.0,,,,,,500.0,30.0,1.0,3.6,200,NGGMA,690.0,10.0,,,,,27.0,144.0,,,Chandel&-1985W4ch1,,,1,0,Chandel&
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,,,,,520.0,,,100.0,,,,,,500.0,30.0,1.0,3.6,200,NGGMA,690.0,10.0,,,,,2.0,127.0,,,Chandel&-1985W4ch2,,,1,0,Chandel&
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,,,,,520.0,,,100.0,,,,,,500.0,30.0,1.0,3.6,200,NGGMA,690.0,10.0,,,,,-20.0,111.0,,,Chandel&-1985W4ch3,,,1,0,Chandel&
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,,,,,520.0,,,100.0,,,,,,500.0,30.0,1.0,3.6,200,NGGMA,690.0,10.0,,,,,-40.0,81.0,,,Chandel&-1985W4ch4,,,1,0,Chandel&
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,,,,,520.0,,,100.0,,,,,,500.0,30.0,1.0,3.6,200,NGGMA,690.0,10.0,,,,,-60.0,36.0,,,Chandel&-1985W4ch5,,,1,0,Chandel&
