Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale,Electrode Positive,Electrode Negative,Group
0.074,0.32,1.5,0.006,0.006,,,,,,,,375.0,99.0,89.0,8.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,484.0,547.0,29.4,79.8,,,,,Evans-AlTi-1994-80/8ht,,,1,0,Evans
0.074,0.32,1.5,0.006,0.006,,,,,,,,375.0,99.0,89.0,8.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-74.0,28.0,,,Evans-AlTi-1994-80/8ht,,,1,0,Evans
0.074,0.32,1.5,0.006,0.006,,,,,,,,375.0,99.0,89.0,8.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,Evans-AlTi-1994-80/8ht,,,1,0,Evans
0.074,0.27,1.41,0.007,0.006,,,,,,,,407.0,88.0,70.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,442.0,514.0,32.2,81.6,,,,,Evans-AlTi-1994-80/47ht,,,1,0,Evans
0.074,0.27,1.41,0.007,0.006,,,,,,,,407.0,88.0,70.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-57.0,28.0,,,Evans-AlTi-1994-80/47ht,,,1,0,Evans
0.074,0.27,1.41,0.007,0.006,,,,,,,,407.0,88.0,70.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-31.0,100.0,,,Evans-AlTi-1994-80/47ht,,,1,0,Evans
0.071,0.39,1.36,0.005,0.009,,,,,,,,381.0,92.0,52.0,160.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,481.0,545.0,30.6,81.4,,,,,Evans-AlTi-1994-80/160ht,,,1,0,Evans
0.071,0.39,1.36,0.005,0.009,,,,,,,,381.0,92.0,52.0,160.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,Evans-AlTi-1994-80/160ht,,,1,0,Evans
0.071,0.39,1.36,0.005,0.009,,,,,,,,381.0,92.0,52.0,160.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-56.0,100.0,,,Evans-AlTi-1994-80/160ht,,,1,0,Evans
0.069,0.45,1.36,0.005,0.008,,,,,,,,374.0,63.0,44.0,280.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,474.0,540.0,28.0,80.7,,,,,Evans-AlTi-1994-80/280ht,,,1,0,Evans
0.069,0.45,1.36,0.005,0.008,,,,,,,,374.0,63.0,44.0,280.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,Evans-AlTi-1994-80/280ht,,,1,0,Evans
0.069,0.45,1.36,0.005,0.008,,,,,,,,374.0,63.0,44.0,280.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-61.0,100.0,,,Evans-AlTi-1994-80/280ht,,,1,0,Evans
0.069,0.51,1.39,0.004,0.008,,,,,,,,379.0,69.0,41.0,480.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,466.0,533.0,27.2,77.0,,,,,Evans-AlTi-1994-80/480ht,,,1,0,Evans
0.069,0.51,1.39,0.004,0.008,,,,,,,,379.0,69.0,41.0,480.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-70.0,28.0,,,Evans-AlTi-1994-80/480ht,,,1,0,Evans
0.069,0.51,1.39,0.004,0.008,,,,,,,,379.0,69.0,41.0,480.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-54.0,100.0,,,Evans-AlTi-1994-80/480ht,,,1,0,Evans
0.072,0.57,1.4,0.004,0.008,,,,,,,,360.0,80.0,38.0,640.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,486.0,555.0,26.6,78.0,,,,,Evans-AlTi-1994-80/640ht,,,1,0,Evans
0.072,0.57,1.4,0.004,0.008,,,,,,,,360.0,80.0,38.0,640.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,Evans-AlTi-1994-80/640ht,,,1,0,Evans
0.072,0.57,1.4,0.004,0.008,,,,,,,,360.0,80.0,38.0,640.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-41.0,100.0,,,Evans-AlTi-1994-80/640ht,,,1,0,Evans
0.081,0.34,1.54,0.007,0.008,,,,,,,,312.0,180.0,80.0,3.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,502.0,555.0,26.6,78.9,,,,,Evans-AlTi-1994-220/3,,,1,0,Evans
0.081,0.34,1.54,0.007,0.008,,,,,,,,312.0,180.0,80.0,3.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-67.0,28.0,,,Evans-AlTi-1994-220/3ch1,,,1,0,Evans
0.081,0.34,1.54,0.007,0.008,,,,,,,,312.0,180.0,80.0,3.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,Evans-AlTi-1994-220/3ch2,,,1,0,Evans
0.081,0.34,1.54,0.007,0.008,,,,,,,,312.0,180.0,80.0,3.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-220/3mic,,,1,0,Evans
0.072,0.24,1.32,0.006,0.008,,,,,,,,397.0,180.0,68.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,452.0,535.0,30.7,78.9,,,,,Evans-AlTi-1994-220/47,,,1,0,Evans
0.072,0.24,1.32,0.006,0.008,,,,,,,,397.0,180.0,68.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-54.0,28.0,,,Evans-AlTi-1994-220/47ch1,,,1,0,Evans
0.072,0.24,1.32,0.006,0.008,,,,,,,,397.0,180.0,68.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-35.0,100.0,,,Evans-AlTi-1994-220/47ch2,,,1,0,Evans
0.072,0.24,1.32,0.006,0.008,,,,,,,,397.0,180.0,68.0,47.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-220/47mic,,,1,0,Evans
0.072,0.34,1.33,0.006,0.008,,,,,,,,427.0,190.0,57.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,467.0,522.0,29.2,77.0,,,,,Evans-AlTi-1994-220/150,,,1,0,Evans
0.072,0.34,1.33,0.006,0.008,,,,,,,,427.0,190.0,57.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-64.0,28.0,,,Evans-AlTi-1994-220/150ch1,,,1,0,Evans
0.072,0.34,1.33,0.006,0.008,,,,,,,,427.0,190.0,57.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,Evans-AlTi-1994-220/150ch2,,,1,0,Evans
0.072,0.34,1.33,0.006,0.008,,,,,,,,427.0,190.0,57.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-220/150mic,,,1,0,Evans
0.074,0.41,1.36,0.005,0.005,,,,,,,,418.0,260.0,49.0,320.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,514.0,570.0,23.6,77.0,,,,,Evans-AlTi-1994-220/320,,,1,0,Evans
0.074,0.41,1.36,0.005,0.005,,,,,,,,418.0,260.0,49.0,320.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-63.0,28.0,,,Evans-AlTi-1994-220/320ch1,,,1,0,Evans
0.074,0.41,1.36,0.005,0.005,,,,,,,,418.0,260.0,49.0,320.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-47.0,100.0,,,Evans-AlTi-1994-220/320ch2,,,1,0,Evans
0.074,0.41,1.36,0.005,0.005,,,,,,,,418.0,260.0,49.0,320.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-220/320ch2,,,1,0,Evans
0.066,0.46,1.41,0.004,0.009,,,,,,,,407.0,240.0,49.0,440.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,522.0,580.0,24.0,76.0,,,,,Evans-AlTi-1994-220/440,,,1,0,Evans
0.066,0.46,1.41,0.004,0.009,,,,,,,,407.0,240.0,49.0,440.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-68.0,28.0,,,Evans-AlTi-1994-220/440ch1,,,1,0,Evans
0.066,0.46,1.41,0.004,0.009,,,,,,,,407.0,240.0,49.0,440.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-42.0,100.0,,,Evans-AlTi-1994-220/440ch2,,,1,0,Evans
0.066,0.46,1.41,0.004,0.009,,,,,,,,407.0,240.0,49.0,440.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-220/440ch2,,,1,0,Evans
0.066,0.44,1.33,0.004,0.008,,,,,,,,454.0,240.0,49.0,680.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,522.0,591.0,23.8,71.9,,,,,Evans-AlTi-1994-220/680,,,1,0,Evans
0.066,0.44,1.33,0.004,0.008,,,,,,,,454.0,240.0,49.0,680.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-76.0,28.0,,,Evans-AlTi-1994-220/680ch1,,,1,0,Evans
0.066,0.44,1.33,0.004,0.008,,,,,,,,454.0,240.0,49.0,680.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-42.0,100.0,,,Evans-AlTi-1994-220/680ch2,,,1,0,Evans
0.066,0.44,1.33,0.004,0.008,,,,,,,,454.0,240.0,49.0,680.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-220/680mic,,,1,0,Evans
0.069,0.43,1.49,0.004,0.005,,,,,,,,294.0,460.0,77.0,1.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,535.0,594.0,26.0,79.8,,,,,Evans-AlTi-1994-450/1,,,1,0,Evans
0.069,0.43,1.49,0.004,0.005,,,,,,,,294.0,460.0,77.0,1.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-78.0,28.0,,,Evans-AlTi-1994-450/1ch1,,,1,0,Evans
0.069,0.43,1.49,0.004,0.005,,,,,,,,294.0,460.0,77.0,1.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-60.0,100.0,,,Evans-AlTi-1994-450/1ch2,,,1,0,Evans
0.069,0.43,1.49,0.004,0.005,,,,,,,,294.0,460.0,77.0,1.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-450/1mic,,,1,0,Evans
0.071,0.36,1.44,0.007,0.005,,,,,,,,373.0,460.0,94.0,67.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,522.0,583.0,22.0,78.9,,,,,Evans-AlTi-1994-450/67,,,1,0,Evans
0.071,0.36,1.44,0.007,0.005,,,,,,,,373.0,460.0,94.0,67.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-69.0,28.0,,,Evans-AlTi-1994-450/67ch1,,,1,0,Evans
0.071,0.36,1.44,0.007,0.005,,,,,,,,373.0,460.0,94.0,67.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-48.0,100.0,,,Evans-AlTi-1994-450/67ch2,,,1,0,Evans
0.071,0.36,1.44,0.007,0.005,,,,,,,,373.0,460.0,94.0,67.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-450/67mic,,,1,0,Evans
0.071,0.42,1.39,0.007,0.005,,,,,,,,446.0,420.0,65.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,531.0,587.0,25.2,78.0,,,,,Evans-AlTi-1994-450/150,,,1,0,Evans
0.071,0.42,1.39,0.007,0.005,,,,,,,,446.0,420.0,65.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-74.0,28.0,,,Evans-AlTi-1994-450/150ch1,,,1,0,Evans
0.071,0.42,1.39,0.007,0.005,,,,,,,,446.0,420.0,65.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-56.0,100.0,,,Evans-AlTi-1994-450/150ch2,,,1,0,Evans
0.071,0.42,1.39,0.007,0.005,,,,,,,,446.0,420.0,65.0,150.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-450/150mic,,,1,0,Evans
0.071,0.52,1.44,0.005,0.005,,,,,,,,466.0,460.0,67.0,300.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,538.0,604.0,23.2,77.0,,,,,Evans-AlTi-1994-450/300,,,1,0,Evans
0.071,0.52,1.44,0.005,0.005,,,,,,,,466.0,460.0,67.0,300.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-65.0,28.0,,,Evans-AlTi-1994-450/300ch1,,,1,0,Evans
0.071,0.52,1.44,0.005,0.005,,,,,,,,466.0,460.0,67.0,300.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-49.0,100.0,,,Evans-AlTi-1994-450/300ch2,,,1,0,Evans
0.071,0.52,1.44,0.005,0.005,,,,,,,,466.0,460.0,67.0,300.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-450/300mic,,,1,0,Evans
0.069,0.54,1.41,0.005,0.005,,,,,,,,439.0,460.0,58.0,420.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,561.0,622.0,26.0,77.0,,,,,Evans-AlTi-1994-450/420,,,1,0,Evans
0.069,0.54,1.41,0.005,0.005,,,,,,,,439.0,460.0,58.0,420.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-63.0,28.0,,,Evans-AlTi-1994-450/420ch1,,,1,0,Evans
0.069,0.54,1.41,0.005,0.005,,,,,,,,439.0,460.0,58.0,420.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-43.0,100.0,,,Evans-AlTi-1994-450/420ch2,,,1,0,Evans
0.069,0.54,1.41,0.005,0.005,,,,,,,,439.0,460.0,58.0,420.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-450/420mic,,,1,0,Evans
0.067,0.57,1.4,0.005,0.005,,,,,,,,451.0,450.0,60.0,500.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,547.0,616.0,22.6,75.0,,,,,Evans-AlTi-1994-450/500,,,1,0,Evans
0.067,0.57,1.4,0.005,0.005,,,,,,,,451.0,450.0,60.0,500.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-76.0,28.0,,,Evans-AlTi-1994-450/500ch1,,,1,0,Evans
0.067,0.57,1.4,0.005,0.005,,,,,,,,451.0,450.0,60.0,500.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-44.0,100.0,,,Evans-AlTi-1994-450/500ch2,,,1,0,Evans
0.067,0.57,1.4,0.005,0.005,,,,,,,,451.0,450.0,60.0,500.0,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-AlTi-1994-450/500mic,,,1,0,Evans
0.09,0.18,0.98,0.008,0.012,,8.9,1.0,0.22,,,,642.0,,460.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,542.0,697.0,18.8,65.3,,,,,Evans-B/9Cr1Mo-1994-CM57,,,1,0,Evans
0.09,0.18,0.98,0.008,0.012,,8.9,1.0,0.22,,,,642.0,,460.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-24.0,28.0,,,Evans-B/9Cr1Mo-1994-CM57,,,1,0,Evans
0.09,0.18,0.98,0.008,0.012,,8.9,1.0,0.22,,,,642.0,,460.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-13.0,50.0,,,Evans-B/9Cr1Mo-1994-CM57,,,1,0,Evans
0.09,0.18,0.98,0.008,0.012,,8.9,1.0,0.22,,,,642.0,,460.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,12.0,100.0,,,Evans-B/9Cr1Mo-1994-CM57,,,1,0,Evans
0.088,0.17,1.03,0.007,0.013,,9.1,1.01,0.23,,,,604.0,,460.0,,17.0,530.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,574.0,723.0,17.1,59.1,,,,,Evans-B/9Cr1Mo-1994-CM58,,,1,0,Evans
0.088,0.17,1.03,0.007,0.013,,9.1,1.01,0.23,,,,604.0,,460.0,,17.0,530.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-30.0,28.0,,,Evans-B/9Cr1Mo-1994-CM58,,,1,0,Evans
0.088,0.17,1.03,0.007,0.013,,9.1,1.01,0.23,,,,604.0,,460.0,,17.0,530.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-17.0,50.0,,,Evans-B/9Cr1Mo-1994-CM58,,,1,0,Evans
0.088,0.17,1.03,0.007,0.013,,9.1,1.01,0.23,,,,604.0,,460.0,,17.0,530.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,12.0,100.0,,,Evans-B/9Cr1Mo-1994-CM58,,,1,0,Evans
0.091,0.2,1.04,0.007,0.013,,9.02,1.01,0.24,,,,591.0,,480.0,,32.0,620.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,642.0,778.0,16.8,59.8,,,,,Evans-B/9Cr1Mo-1994-CM59,,,1,0,Evans
0.091,0.2,1.04,0.007,0.013,,9.02,1.01,0.24,,,,591.0,,480.0,,32.0,620.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-13.0,28.0,,,Evans-B/9Cr1Mo-1994-CM59,,,1,0,Evans
0.091,0.2,1.04,0.007,0.013,,9.02,1.01,0.24,,,,591.0,,480.0,,32.0,620.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,10.0,50.0,,,Evans-B/9Cr1Mo-1994-CM59,,,1,0,Evans
0.091,0.2,1.04,0.007,0.013,,9.02,1.01,0.24,,,,591.0,,480.0,,32.0,620.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,53.0,100.0,,,Evans-B/9Cr1Mo-1994-CM59,,,1,0,Evans
0.089,0.22,1.05,0.007,0.013,,9.0,1.04,0.23,,,,592.0,,460.0,,64.0,700.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,643.0,777.0,15.7,60.2,,,,,Evans-B/9Cr1Mo-1994-CM60,,,1,0,Evans
0.089,0.22,1.05,0.007,0.013,,9.0,1.04,0.23,,,,592.0,,460.0,,64.0,700.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,0.0,28.0,,,Evans-B/9Cr1Mo-1994-CM60,,,1,0,Evans
0.089,0.22,1.05,0.007,0.013,,9.0,1.04,0.23,,,,592.0,,460.0,,64.0,700.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,21.0,50.0,,,Evans-B/9Cr1Mo-1994-CM60,,,1,0,Evans
0.089,0.22,1.05,0.007,0.013,,9.0,1.04,0.23,,,,592.0,,460.0,,64.0,700.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,59.0,100.0,,,Evans-B/9Cr1Mo-1994-CM60,,,1,0,Evans
0.094,0.17,1.0,0.008,0.012,,8.99,1.03,0.21,,,,636.0,,160.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,558.0,705.0,20.8,64.5,,,,,Evans-B/9Cr1Mo-1994-CM61,,,1,0,Evans
0.094,0.17,1.0,0.008,0.012,,8.99,1.03,0.21,,,,636.0,,160.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-14.0,28.0,,,Evans-B/9Cr1Mo-1994-CM61,,,1,0,Evans
0.094,0.17,1.0,0.008,0.012,,8.99,1.03,0.21,,,,636.0,,160.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,0.0,50.0,,,Evans-B/9Cr1Mo-1994-CM61,,,1,0,Evans
0.094,0.17,1.0,0.008,0.012,,8.99,1.03,0.21,,,,636.0,,160.0,,3.0,520.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,31.0,100.0,,,Evans-B/9Cr1Mo-1994-CM61,,,1,0,Evans
0.086,0.2,1.01,0.007,0.012,,8.9,1.01,0.21,,,,596.0,,160.0,,19.0,510.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,569.0,709.0,17.4,62.7,,,,,Evans-B/9Cr1Mo-1994-CM62,,,1,0,Evans
0.086,0.2,1.01,0.007,0.012,,8.9,1.01,0.21,,,,596.0,,160.0,,19.0,510.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-22.0,28.0,,,Evans-B/9Cr1Mo-1994-CM62,,,1,0,Evans
0.086,0.2,1.01,0.007,0.012,,8.9,1.01,0.21,,,,596.0,,160.0,,19.0,510.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-9.0,50.0,,,Evans-B/9Cr1Mo-1994-CM62,,,1,0,Evans
0.086,0.2,1.01,0.007,0.012,,8.9,1.01,0.21,,,,596.0,,160.0,,19.0,510.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,24.0,100.0,,,Evans-B/9Cr1Mo-1994-CM62,,,1,0,Evans
0.086,0.2,1.04,0.008,0.013,,8.98,1.01,0.22,,,,567.0,,160.0,,36.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,609.0,743.0,16.9,61.9,,,,,Evans-B/9Cr1Mo-1994-CM63,,,1,0,Evans
0.086,0.2,1.04,0.008,0.013,,8.98,1.01,0.22,,,,567.0,,160.0,,36.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-19.0,28.0,,,Evans-B/9Cr1Mo-1994-CM63,,,1,0,Evans
0.086,0.2,1.04,0.008,0.013,,8.98,1.01,0.22,,,,567.0,,160.0,,36.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-1.0,50.0,,,Evans-B/9Cr1Mo-1994-CM63,,,1,0,Evans
0.086,0.2,1.04,0.008,0.013,,8.98,1.01,0.22,,,,567.0,,160.0,,36.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,38.0,100.0,,,Evans-B/9Cr1Mo-1994-CM63,,,1,0,Evans
0.088,0.24,1.06,0.007,0.013,,9.08,1.0,0.23,,,,538.0,,155.0,,69.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,620.0,753.0,16.8,58.8,,,,,Evans-B/9Cr1Mo-1994-CM64,,,1,0,Evans
0.088,0.24,1.06,0.007,0.013,,9.08,1.0,0.23,,,,538.0,,155.0,,69.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,8.0,28.0,,,Evans-B/9Cr1Mo-1994-CM64,,,1,0,Evans
0.088,0.24,1.06,0.007,0.013,,9.08,1.0,0.23,,,,538.0,,155.0,,69.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,32.0,50.0,,,Evans-B/9Cr1Mo-1994-CM64,,,1,0,Evans
0.088,0.24,1.06,0.007,0.013,,9.08,1.0,0.23,,,,538.0,,155.0,,69.0,560.0,,,,180.0,34.0,1.0,1.0,175,MMA,750.0,8.0,,,,,-70.0,100.0,,,Evans-B/9Cr1Mo-1994-CM64,,,1,0,Evans
0.037,0.3,0.65,0.008,0.012,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,392.0,466.0,31.9,80.6,,,,,Evans-Cr/CMn-1989-0A-aw,,,1,0,Evans
0.037,0.3,0.65,0.008,0.012,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,370.0,456.0,35.2,80.6,-30.0,100.0,,,Evans-Cr/CMn-1989-0A-ht,,,1,0,Evans
0.037,0.3,0.65,0.008,0.012,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-26.0,100.0,,,Evans-Cr/CMn-1989-0A-ch,,,1,0,Evans
0.037,0.31,1.03,0.007,0.014,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,413.0,498.0,31.2,80.6,,,,,Evans-Cr/CMn-1989-0B-aw,,,1,0,Evans
0.037,0.31,1.03,0.007,0.014,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,402.0,490.0,31.0,80.6,-44.0,100.0,,,Evans-Cr/CMn-1989-0B-ht,,,1,0,Evans
0.037,0.31,1.03,0.007,0.014,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-47.0,100.0,,,Evans-Cr/CMn-1989-0B-ch,,,1,0,Evans
0.044,0.35,1.43,0.007,0.014,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,468.0,551.0,29.4,78.7,,,,,Evans-Cr/CMn-1989-0C-aw,,,1,0,Evans
0.044,0.35,1.43,0.007,0.014,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,436.0,529.0,31.6,78.8,-49.0,100.0,,,Evans-Cr/CMn-1989-0C-ht,,,1,0,Evans
0.044,0.35,1.43,0.007,0.014,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-52.0,100.0,,,Evans-Cr/CMn-1989-0C-ch,,,1,0,Evans
